id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
56945;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Bracket;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56946;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Silencer Unit For 75070Tk;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56947;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Silencer Titanium Ktm350Sx-F 13'/14';;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56948;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cbr1000Rr '09 Evo Silencer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56949;;Arrow Kawasaki;;;;;;;;;;;;;;;;;;;;;;;;;;;Zx-6R / Zx-6R 636 Titanium Silencer ;With Carbon End Cap;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56950;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56951;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56952;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56953;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56954;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56955;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56956;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56957;;Arrow Zubehör ;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56958;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56959;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56960;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56961;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56962;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56963;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56964;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56965;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;Diameter 56 / 36 Mm;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56966;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56967;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56968;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56969;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56970;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer Zu 71148Ckz;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56971;;Auspuffbride;;;;;;;;;;;;;;;;;;;;;;;;;;;51-55 Mm Chromstahl;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56972;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Katalysator Universal;L 100 Mm</li><li>Durchmesser 42 Mm</li><li>52 Mm</li><li>54 Mm;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56973;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Pass Holder;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56974;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;R1200Gs Valve Replacing Unit;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56975;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Regenschirm;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56976;;Arrow Zubehör ;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer Bended ;Inner Diameter 45 Mm</li><li>Pipe Diameter 26 Mm;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56977;;Arrow Zubehör ;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer Straight ;Inner Diameter 45 Mm</li><li>Pipe Diameter 32 Mm;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56978;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Key Holder Arrow (10 Pcs);;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56979;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer Bended ;Inner Diameter 50 Mm</li><li>Pipe Diameter 38 Mm;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56980;;Arrow Zubehör ;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer Straight ;Inner Diameter 50 Mm</li><li>Pipe Diameter 35 Mm;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56981;;Arrow Ducati ;;;;;;;;;;;;;;;;;;;;;;;;;;;Monster 796 '10 / 696 '08 / 1100 '08 Kit Catalyst (2Pcs);;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56982;;Arrow Zubehör ;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer Bended ;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56983;;Arrow Ducati ;;;;;;;;;;;;;;;;;;;;;;;;;;;1198 '07-08 / 848 '08-10 Catalysts Kit;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56984;;Arrow Zubehör ;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer Bended ;Inner Diameter 58 Mm</li><li>Pipe Diameter 42.4 Mm;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56985;;Arrow Ducati ;;;;;;;;;;;;;;;;;;;;;;;;;;;Streetfighter '09-10 Catalyzed Converter;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56986;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56987;;Arrow Bmw / Ducati / Suzuki;;;;;;;;;;;;;;;;;;;;;;;;;;;Catalyst;Ducati Monster 1200 '14 </li><li>Bmw S1000R '14-15</li><li>Suzuki Dl650 V-Strom '04/11/15 </li><li>Suzuki Dl650Xt V-Storm '15;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56988;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Db-Killer;With Seeger For Gp2 Silencer;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56989;;Arrow Derbi;;;;;;;;;;;;;;;;;;;;;;;;;;;Gpr125 4T / 4V '10 Catalyst;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56990;;Arrow Derbi (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Gpr125 4T / 4V '10 Universal Db Killer ;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56991;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Catalyst;Honda Cbr250R '11</li><li>Honda Cbr650F '14</li><li>Honda Cb650F '14-</li><li>Kawasaki Er-6N</li><li>Yamaha Mt-09 '13-</li><li>Ktm Duke 690 '08-11</li><li>Ktm Smc R '14-</li><li>Ktm Duke 390 '13-</li><li>Ktm Rc125 '15-</li><li>Ktm Rc390 '15-</li><li>Ktm 690 Sm '06-12</li><li>Ktm 690 Enduro R '09-14</li><li>Yamaha Mt-07 '14-</li><li>Yamaha Mt-09 Tracer '15-;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56992;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Catalyst Ktm Duke 125 / Bw'S 125 / Crf250L / Aprilia Rs4 125 '12;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56993;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Catalyst Cbr1000Rr Sc59;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56994;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Oxygen Sensor Eliminator Kit;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56995;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt125 '14 Catalyst;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56996;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cbr1000Rr Oxygen Sensor Elilinator Kit;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56997;;Arrow Kymco;;;;;;;;;;;;;;;;;;;;;;;;;;;Xciting 400I '12/14 Catalyst;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56998;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Oxygen Sensor Eliminator Kit;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
56999;;Arrow Zubehör;;;;;;;;;;;;;;;;;;;;;;;;;;;Catalyst;Honda Cbr300R '14;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57000;;Arrow Honda (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Cbr600Rr '03-04 Power Commander Iii;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57001;;Arrow Aprilia (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Rsv1000 '04 Power Commander Iii;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57002;;Arrow Honda (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Cbr1000 '04 Power Commander Iii;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57003;;Arrow Honda (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Cbr600Rr '05 Power Commander Iii Usb;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57004;;Arrow Suzuki (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Gsx-R1000 '05 Power Commander Iii Usb;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57005;;Arrow Yamaha (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;T-Max 500 '04-07 Power Commander Iii Usb;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57006;;Arrow Honda (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Cbr1000Rr '06 Power Commander Iii Usb;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57007;;Arrow Kawasaki Inaktiv;;;;;;;;;;;;;;;;;;;;;;;;;;;Zx-10R '06 Power Commander Iii Usb;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
57008;;Arrow Suzuki (Inaktiv);;;;;;;;;;;;;;;;;;;;;;;;;;;Gsx-R600 '06 Power Commander Iii Usb;;;;;;;Auf Lager;Produkt auf Bestellung / 3 Wochen;;;;;;;;;;;;;;;;;;;
