ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
;;Dosseret Kappa 48l ;;65.8;;;;;;;;;K611;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Dosseret Kappa 46l;;40.05;;;;;;;;;K627;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Dosseret Kappa 42l;;61.25;;;;;;;;;K621;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Bloc fourche;;10.8;;;;;;;;;LEV720;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Lève moto hydraulique;;270;;;;;;;;;LEV710;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Brosse de nettoyage de chaîne;;18.35;;;;;;;;;OUT1015;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Pince à clip 4 en 1;;17.3;;;;;;;;;OUT1027;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Pince à segment de piston ou circlips;;18.35;;;;;;;;;OUT1006;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Coffret d'outillage 94 pièces;;129.6;;;;;;;;;COFFRET94;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Tire ressort pour béquille;;11.9;;;;;;;;;OUT1013;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;; Gratoirs Inox 3 pièces;;35.65;;;;;;;;;OUT1034;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Ecarteur Plaquettes de Frein;;110.15;;;;;;;;;OUT1005;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;; Equilibreuse statique pour roue de moto;;251.65;;;;;;;;;OUT1008;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Douille six pans;;36.7;;;;;;;;;OUT1076;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Protection Jante Montage Pneu;;11.9;;;;;;;;;OUT1111;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;; Démonte Pneu Acier;;16.2;;;;;;;;;OUT1007;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;; Démonte Pneu Manuel;;300.25;;;;;;;;;OUT1109;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Clé universelle filtre à huile;;20.5;;;;;;;;;97CLE;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Clé Pour Filtre À Huile Ø65mm;;7.55;;;;;;;;;97L130;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Clé Pour Filtre À Huile Ø80 Mm;;7.55;;;;;;;;;97L131;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Clé Filtre À Huile Ø74-76 Mm;;7.55;;;;;;;;;97L132;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;; Rouleau Scotch Americain ;;16.2;;;;;;;;;KP300;SIFAM;SIFAM;;;;;;;;2;;;;;;;• 60mm x 40m;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Kit bluetooth Shark;98,120;269;;;;;;;;;;Philipe Coulon;Shark;;;;;;;;2;;;;;;Le Sharktooth est un kit mains libres spécialement développé pour une utilisation en moto. Il permet d’avoir des communications fiables et claires, en mode mains libres. Ce kit mains libres utilise des technologies avancées comme la prise de ligne par commande vocale, le réglage automatique du volume en fonction du bruit, la fonction intercom entre conducteur et passager… Ce kit peut également diffuser de la musique à partir de votre téléphone.;;;;;;;;;;;;;;;;;;;;;;;;;;;noir;;unisexe;;oui;;taille unique;noir;
;;Casque Shark Raw Trinity;87,99,145;359;;;;;;;;;HE3005EGSG;Philipe Coulon;Shark;;;;;;;;5;;;;;;Un casque urbain qui allie un encombrement minimum à un fort parti pris esthétique;"• Intérieur confortable en fibre naturelle et aération par canaux et diffuseurs<br>
• Double écran anti-buée et anti-rayure<br>
• Masque de protection du visage<br>
• Calotte aérodynamique<br>
• Easy fit : passage de lunette facilité<br>";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;vert-gris;non;homme;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);vert, gris;
;;Casque Shark SK By Shark Prima Volta ;87,99,145;169;;;;;;;;;HE7810EWKW;Philipe Coulon;Shark;;;;;;;;5;;;;;;"La gamme jet ""Fashion"" de Shark : la finition et les matières utilisées apportent un confort très agréabble. Les 2 volumes de calotte permettent une adaptation parfaite aux différents visages.";"• Calotte en résine thermoplastique injectée<br>
• Écran anti-rayure à démontage rapide<br>
• Boucle de jugulaire «Microlock»<br>";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;blanc-noir;non;femme;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc, noir;
;;Casque Shark SK By Shark Prima Volta Mat ;87,99,145;169;;;;;;;;;HE7812EVKW;Philipe Coulon;Shark;;;;;;;;5;;;;;;"La gamme jet ""Fashion"" de Shark : la finition et les matières utilisées apportent un confort très agréabble. Les 2 volumes de calotte permettent une adaptation parfaite aux différents visages.";"• Calotte en résine thermoplastique injectée<br>
• Écran anti-rayure à démontage rapide<br>
• Boucle de jugulaire «Microlock»<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;violet-noir mat;non;femme;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);violet, noir mat;
;;Casque Shark SK By Shark Easy Mat;87,99,145;139;;;;;;;;;HE7800EBLK;Philipe Coulon;Shark;;;;;;;;5;;;;;;"La gamme jet ""Fashion"" de Shark : la finition et les matières utilisées apportent un confort très agréabble. Les 2 volumes de calotte permettent une adaptation parfaite aux différents visages.";"• Calotte en résine thermoplastique injectée<br>
• Écran anti-rayure à démontage rapide<br>
• Boucle de jugulaire «Microlock»<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;noir-mat;non;femme;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir-mat;
;;Casque Shark SX2 Kamaboko;87,99,145;179;;;;;;;;;HE2220EKOW;Philipe Coulon;Shark;;;;;;;;5;;;;;;Le motocross est une question de passion. Chez Shark, nous comprenons que pour certains, satisfaire cette passion requiert un casque au meilleur rapport qualité/prix. Le SX2 est très compétitif en terme de tarif;"• Coque off-road thermoplastique injectée<br>
• Nouvel intérieur confort<br>
• Visière flexible en masque anti-projection<br>";;;;;;;;;;;;;;;;;;;;;;;;;Casque cross;noir-orange;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir-orange;
;;Casque Caberg Modus;87,99,145;389;;;;;;;;;COEA0017;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, réalisé «Coolmax» et tissu traité «Sanitized»<br>
• Bavette anti-remous<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Prédisposé à l’intégration du kit main libre (natel, interphone et GPS)<br>
• Passage de lunettes facilitées<br>
• Double homologation intégral-jet<br>";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;noir-mat;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir-mat;
;;Casque Caberg Modus ;87,99,145;389;;;;;;;;;COEA00A5;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, réalisé «Coolmax» et tissu traité «Sanitized»<br>
• Bavette anti-remous<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Prédisposé à l’intégration du kit main libre (natel, interphone et GPS)<br>
• Passage de lunettes facilitées<br>
• Double homologation intégral-jet<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;blanc;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Casque Caberg Modus;87,99,145;389;;;;;;;;;COEA0091;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, réalisé «Coolmax» et tissu traité «Sanitized»<br>
• Bavette anti-remous<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Prédisposé à l’intégration du kit main libre (natel, interphone et GPS)<br>
• Passage de lunettes facilitées<br>
• Double homologation intégral-jet<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;anthracite-métal mat ;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);anthracite, métal mat ;
;;Kit bluetooth Caberg;98,120;269;;;;;;;;;;Philipe Coulon;Caberg;;;;;;;;2;;;;;;Le Kit Bluetooth Caberg est un kit mains libres spécialement développé pour une utilisation en moto. Il permet d’avoir des communications fiables et claires, en mode mains libres. Ce kit mains libres utilise des technologies avancées comme la prise de ligne par commande vocale, le réglage automatique du volume en fonction du bruit, la fonction intercom entre conducteur et passager… Ce kit peut également diffuser de la musique à partir de votre téléphone.;;;;;;;;;;;;;;;;;;;;;;;;;;;noir;;unisexe;;oui;;taille unique;noir;
;;Casque Caberg Duke Legend Mat;87,99,145;319;;;;;;;;;COBBD0070;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, traité «Sanitized»<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Double homologation intégral-jet<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;noir-orange mat;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir, orange mat;
;;Casque Caberg Duke Legend Mat;87,99,145;319;;;;;;;;;COBBD00A7;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, traité «Sanitized»<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Double homologation intégral-jet<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;noir-jaune mat;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir, jaune mat;
;;Casque Caberg Duke Legend;87,99,145;319;;;;;;;;;COBBD0098;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, traité «Sanitized»<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Double homologation intégral-jet<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;noir-blanc;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir, blanc;
;;Casque Caberg Duke;87,99,145;279;;;;;;;;;COBBA00A5;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, traité «Sanitized»<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Double homologation intégral-jet<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;blanc;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Casque Caberg Duke Smart;87,99,145;219;;;;;;;;;COBB0202;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Intérieur démontable et lavable, traité «Sanitized»<br>
• Levier central pour le fonctionnement de l’écran fumé<br>
• Double homologation intégral-jet<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque modulable;noir;oui;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir;
;;Casque Caberg Jet Freeride Fiberglas Carbon;87,99,145;339;;;;;;;;;C4CBB0094;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Casque haut-de-gamme au niveau de la sécurité et des matériaux utilisés <br>
• La calotte est petite et composée de carbone Kevlar et de fibre de verre<br>
• Intérieur cuir<br>
• Visière claire anti-rayure livrée avec le casque<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;noir-carbon;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir-carbon;
;;Casque Caberg Jet Freeride Fiberglas Soul;87,99,145;259;;;;;;;;;C4CC00A6;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Casque haut-de-gamme au niveau de la sécurité et des matériaux utilisés <br>
• La calotte est petite et composée de carbone Kevlar et de fibre de verre<br>
• Intérieur cuir<br>
• Visière claire anti-rayure livrée avec le casque<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;noir-mat;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir-mat;
;;Casque Caberg Jet Freeride Fiberglas UK;87,99,145;279;;;;;;;;;C4CD00B6;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Casque haut-de-gamme au niveau de la sécurité et des matériaux utilisés <br>
• La calotte est petite et composée de carbone Kevlar et de fibre de verre<br>
• Intérieur cuir<br>
• Visière claire anti-rayure livrée avec le casque<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;noir-bleu;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir, bleu;
;;Casque Caberg Jet Freeride Fiberglas Wiz;87,99,145;259;;;;;;;;;C4CE0035;Philipe Coulon;Caberg;;;;;;;;5;;;;;;;"• Casque haut-de-gamme au niveau de la sécurité et des matériaux utilisés <br>
• La calotte est petite et composée de carbone Kevlar et de fibre de verre<br>
• Intérieur cuir<br>
• Visière claire anti-rayure livrée avec le casque<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;bleu-blanc-noir;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);bleu, blanc, noir;
;;Casque Iota Junior Fiberglas Kid Commando Power;87,99,145;149;;;;;;;;;FGK01D490;Philipe Coulon;Iota;;;;;;;;5;;;;;;;"• Calotte en fibre tri-composite<br>
• Intérieur démontable et lavable<br>
• Démontage rapide de l’écran<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;noir-bleu;non;enfant unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir-bleu;
;;Casque Iota Junior Fiberglas Kid Pretty;87,99,145;149;;;;;;;;;FGK01D500;Philipe Coulon;Iota;;;;;;;;5;;;;;;;"• Calotte en fibre tri-composite<br>
• Intérieur démontable et lavable<br>
• Démontage rapide de l’écran<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;blanc-rouge;non;enfant fille;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc-rouge;
;;Casque Iota Junior Fiberglas Kid Uni;87,99,145;139;;;;;;;;;FGK01U160;Philipe Coulon;Iota;;;;;;;;5;;;;;;;"• Calotte en fibre tri-composite<br>
• Intérieur démontable et lavable<br>
• Démontage rapide de l’écran<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;noir;non;enfant unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir;
;;Casque Iota Pixie;87,99,145;139;;;;;;;;;XPK03500;Philipe Coulon;Iota;;;;;;;;5;;;;;;;"• Calotte en résine thermoplastique<br>
• Intérieur démontable et lavable<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque cross;noir-orange;non;enfant unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir-orange;
;;Chaussure Lady Laetitia ;;139;;;;;;;;;;Philipe Coulon;Segura;;;;;;;;6;;;;;;;"• Basket en cuir synthétique<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;noir;;femme;;;;36 (1 fois), 37 (1 fois), 38 (1 fois), 39 (1 fois), 40 (1 fois), 41 (1 fois);noir;
;;Chargeur de batteries Optimate 3+;98,120;79;;;;;;;;;;Honda;Optimate ;;;;;;;;8;;;;;;;"• Convient pour tous types de batteries plomb-acide 12V de 2 à 35 Ah<br>
• Diagnostic de batterie en état de sulfatation<br>
• Récupère les batteries fortement déchargées<br>
• Charge principale à courant constant<br>
• Vérification de charges : réversions interactives «floating»/charge<br>
• Tests horaires automatiques pour problèmes électriques – véhicule ou batterie<br>
• Maintenance : charge flottante interactive, maximum 600mA<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;rouge;;unisexe;;;;taille unique;rouge;
;;Casque Iota Uni DP04;87,99,145;149;;;;;;;;;DP04U280;Philipe Coulon;Iota;;;;;;;;6;;;;;;;"• Calotte en résine, thermoplastique injectée renforcée<br>
• Mousses de joues démontables<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;blanc;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois), XXL (1 fois);blanc;
;;Casque Iota Uni DP04;87,99,145;149;;;;;;;;;DPO4U161;Philipe Coulon;Iota;;;;;;;;5;;;;;;;"• Calotte en résine, thermoplastique injectée renforcée<br>
• Mousses de joues démontables<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;noir mat;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir mat;
;;Casque Iota Uni OP04;87,99,145;169;;;;;;;;;;Philipe Coulon;Iota;;;;;;;;5;;;;;;;"• Calotte en résine, thermoplastique injectée renforcée<br>
";;;;;;;;;;;;;;;;;;;;;;;;;Casque jet;gris;non;unisexe;plastique;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);gris;
