ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10124;;Sacoche réservoir QUICK-LOCK EVO électrique City;;;;;;;;;;;;;;;;;;;;;;;;;;;12V. 1680 Balistique Nylon. Noir. 11 L - 15 L.;"<b>Sacoche réservoir QUICK-LOCK EVO électrique City</b><br>Par SW-MOTECH<br><br>Cette sacoche réservoir est équipée dun <b>anneau de fixation électrique</b> et dun <b>Kit électrique pour anneau de réservoir QUICK-LOCK EVO.</b>Avec un connecteur SAE pour brancher vos accessoires. Ce kit alimente la sacoche en électricité directement depuis la batterie de votre moto. Système sécurisé breveté qui nest alimenté que lorsque la sacoche est fixée. Le courant est automatiquement coupé lorsque la sacoche est retirée du réservoir.<br><br><ul><li>La sacoche réservoir sadapte bien à de nombreuse motos</li><li>La sacoche réservoir est facilement détachable en quelques secondes (QUICK-LOCK fonction)</li><li>Compatible avec lanneau de réservoir QUICK-LOCK EVO</li><li>Volume 11 litres, extensible à 15 litres<br>La sacoche réservoir est extensible grâce à une fermeture éclair</li></ul><b>Caractéristiques:</b><!--BB--><ul><li>Taille :l 36, L 28cm, h 20cm</li><li> compartiments intérieur et trois poches extérieur</li><li>2 accès pour des câbles - avant et arrière</li><li>Système de fixation pour support GPS</li><li>Détails réfléchissants</li><li>Avec poignée de transport</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>Anneau de réservoir QUICK-LOCK électrique EVO <b>(TRE.00.640.10200/B)</b></li><li>Kit électrique pour anneau de réservoir QUICK-LOCK EVO</li><li>Housse de pluie <b>(BC.ZUB.00.027.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul><li>Housse de carte<br>Article<b> BC.TRS.00.150.10000</b></li><li>Câble antivol<br>Article <b>BC.LOC.00.002.10000/B </b>(50cm) /<b> BC.LOC.00.003.10000/B </b>(100cm)</i></li><li>kit antivol<br>Article<b> TRT.00.640.20000/B</b></li><li>Adaptateur électrique</li></ul><b>Attention ! </b><ul><li>un <a href=http://shop.sw-motech.com/en/by+products/Luggage+Systems/Tankrings/QUICK-LOCK+EVO+Tankring/index.htm><u>Anneau de réservoir QUICK-LOCK EVO</u></a> est nécessaire pour fixer la sacoche <b>à commander séparément.</b></li><li>Important: le QUICK-LOCK EVO nest pas compatible <b>avec le système standard. Pour comprendre les différences : <a href=http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerations.pdf""><b>here.</b></a></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10125;;Sacoche réservoir QUICK-LOCK EVO Électrique Engage;;;;;;;;;;;;;;;;;;;;;;;;;;;12V. 1680 Balistique Nylon. Noir. 7 L.;"<b>Sacoche réservoir QUICK-LOCK EVO électrique Engage</b><br>Par SW-MOTECH<br><br>Cette sacoche réservoir est équipée dun <b>anneau de fixation électrique</b> et dun <b>Kit électrique pour anneau de réservoir QUICK-LOCK EVO.</b>Avec un connecteur SAE pour brancher vos accessoires. Ce kit alimente la sacoche en électricité directement depuis la batterie de votre moto. Système sécurisé breveté qui nest alimenté que lorsque la sacoche est fixée. Le courant est automatiquement coupé lorsque la sacoche est retirée du réservoir.<br><br><ul><li>La sacoche réservoir sadapte bien à de nombreuse motos</li><li>La sacoche réservoir est facilement détachable en quelques secondes (QUICK-LOCK fonction)</li><li>Compatible avec lanneau de réservoir QUICK-LOCK EVO</li><li>Volume 7 litres,</li></ul><b>Caractéristiques:</b><!--BB--><ul><li>Taille :l 36cm, L 27cm, h 13cm</li><li>2 poches extérieur</li><li>2 accès pour des câbles - avant et arrière</li><li>Système de fixation pour support GPS</li><li>Détails réfléchissants</li><li>Avec poignée de transport</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>Anneau de réservoir QUICK-LOCK électrique EVO <b>(TRE.00.640.10200/B)</b><li>Kit électrique pour anneau de réservoir QUICK-LOCK EVO</li><li>Housse de pluie <b>(BC.ZUB.00.027.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul><li>Housse de carte<br>Article<b> BC.TRS.00.150.10000</b></li><li>Câble antivol<br>Article<b> BC.LOC.00.002.10000/B</b> (50cm) /<b> BC.LOC.00.003.10000/B</b> (100cm)</li><li>support de GPS<br>Article<b> BCK.GPS.00.010.100</b></li><li>kit antivol<br>Article<b> TRT.00.640.20000/B</b></li><li>Adaptateur électrique</li></ul><b>Attention ! </b><ul><li>un <a href=http://shop.sw-motech.com/en/by+products/Luggage+Systems/Tankrings/QUICK-LOCK+EVO+Tankring/index.htm><b>Anneau de réservoir QUICK-LOCK EVO</b></a> est nécessaire pour fixer la sacoche <b>à commander séparément.</b></li><li>Important: le QUICK-LOCK EVO nest pas compatible <b>avec le système standard QUICK-LOCK. Pour comprendre les différences : <a href=http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerations.pdf""><b>here.</b></a></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10126;;Sacoche réservoir QUICK-LOCK EVO Electr. Daypack;;;;;;;;;;;;;;;;;;;;;;;;;;;12V. 1680 Balistique Nylon. Noir. 5 L - 9 L.;"<b>Sacoche réservoir QUICK-LOCK EVO électrique Daypack</b><br>Par SW-MOTECH / BAGS-CONNECTION<br><br>Cette sacoche réservoir est équipée dun <b>anneau de fixation électrique</b> et dun <b>Kit électrique pour anneau de réservoir QUICK-LOCK EVO.</b>Avec un connecteur SAE pour brancher vos accessoires. Ce kit alimente la sacoche en électricité directement depuis la batterie de votre moto. Système sécurisé breveté qui nest alimenté que lorsque la sacoche est fixée. Le courant est automatiquement coupé lorsque la sacoche est retirée du réservoir.<br><br><ul><li>La sacoche réservoir sadapte bien à de nombreuse motos</li><li>La sacoche réservoir est facilement détachable en quelques secondes (QUICK-LOCK fonction)</li><li>Compatible avec lanneau de réservoir QUICK-LOCK EVO</li><li>Volume 5 litres, extensible à 9 litres<br>La sacoche réservoir est extensible grâce à une fermeture éclair</li></ul><b>Caractéristiques:</b><!--BB--><ul><li>Taille : l 30, w 21cm, h 15cm</li><li>3 compartiments</li><li>2 accès pour des câbles - avant et arrière</li><li>Système de fixation pour support GPS</li><li>Détails réfléchissants</li><li>Avec poignée de transport</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>Anneau de réservoir QUICK-LOCK électrique EVO <b>(TRE.00.640.10200/B)</b></li><li>Kit électrique pour anneau de réservoir QUICK-LOCK EVO</li><li>Housse de pluie <b>(BC.ZUB.00.027.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul><li>Housse de carte<br>Article <b>BC.TRS.00.150.10000</b></li><li>Câble antivol<br>Article<b> BC.LOC.00.002.10000/B </b>(50cm) / <b>BC.LOC.00.003.10000/B</b> (100cm)</li><li>support de GPS<br>Article<b> BCK.GPS.00.010.100</b></li><li>kit antivol<br>Article<b> TRT.00.640.20000/B</b></li><li>Adaptateur électrique</li></ul><b>Attention ! </b></u><ul><li>un <a href=http://shop.sw-motech.com/en/by+products/Luggage+Systems/Tankrings/QUICK-LOCK+EVO+Tankring/index.htm><b>Anneau de réservoir QUICK-LOCK EVO</b></a> est nécessaire pour fixer la sacoche <b>à commander séparément.</b></li><li>Important: le QUICK-LOCK EVO nest pas compatible <b>avec le système standard. Pour comprendre les différences : <a href=http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerations.pdf""><b>here.</b></a></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10127;;Sacoche réservoir QUICK-LOCK EVO électrique Micro;;;;;;;;;;;;;;;;;;;;;;;;;;;12V. 1680 Balistique Nylon. Noir. 2.5 l - 5 l.;"<b>Sacoche réservoir QUICK-LOCK EVO électrique Micro</b><br>Par SW-MOTECH / BAGS-CONNECTION<br><br>Cette sacoche réservoir est équipée dun <b>anneau de fixation électrique</b> et dun <b>Kit électrique pour anneau de réservoir QUICK-LOCK EVO.</b>Avec un connecteur SAE pour brancher vos accessoires. Ce kit alimente la sacoche en électricité directement depuis la batterie de votre moto. Système sécurisé breveté qui nest alimenté que lorsque la sacoche est fixée. Le courant est automatiquement coupé lorsque la sacoche est retirée du réservoir.<br><br><ul><li>La sacoche réservoir sadapte bien à de nombreuse motos</li><li>La sacoche réservoir est facilement détachable en quelques secondes (QUICK-LOCK fonction)</li><li>Compatible avec lanneau de réservoir QUICK-LOCK EVO</li><li>Volume 2,5 litres, extensible à 5 litres<br>La sacoche réservoir est extensible grâce à une fermeture éclair</li></ul><b>Caractéristiques:</b><!--BB--><ul><li>Taille : l 27, w 21cm, h 11cm</li><li> compartiments intérieur</li><li>2 accès pour des câbles - avant et arrière</li><li>Système de fixation pour support GPS</li><li>Détails réfléchissants</li><li>Avec poignée de transport</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>Anneau de réservoir QUICK-LOCK électrique EVO <b>(TRE.00.640.10200/B)</b></li><li>Kit électrique pour anneau de réservoir QUICK-LOCK EVO</li><li>Housse de pluie <b>(BC.ZUB.00.027.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul><li>Housse de carte<br><b>Article BC.TRS.00.150.10000</b></li><li>Câble antivol<br>Article <b>BC.LOC.00.002.10000/B</b> (50cm) /<b> BC.LOC.00.003.10000/B</b> (100cm)</li><li>kit antivol<br>Article <b>TRT.00.640.20000/B</b></li><li>Adaptateur électrique</li></ul><b>Attention ! </b></font></b><ul><li>un <a href=http://shop.sw-motech.com/en/by+products/Luggage+Systems/Tankrings/QUICK-LOCK+EVO+Tankring/index.htm><u>Anneau de réservoir QUICK-LOCK EVO</u></a> est nécessaire pour fixer la sacoche <b>à commander séparément.</b></li><li>Important: le QUICK-LOCK EVO nest pas compatible <b>avec le système standard. Pour comprendre les différences : <a href=http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerations.pdf""><u>here.</u></a></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10128;;Sacoche réservoir à sangles Enduro;;;;;;;;;;;;;;;;;;;;;;;;;;;1680 Balistique Nylon. Noir. 13 L - 22 L.;<b>Sacoche réservoir à sangles Enduro</b><br>Par SW-MOTECH<br><br><ul><li>Pour moto denduro et trails</li><li>Sangles de fixation avec boucles et clips de fermeture</li><li>Avec fermeture éclair pour détacher la sacoche de son support</li><li>Volume 13 litres, extensible à 22 litres<br>Extensible grâce à un système de fermeture éclair</li></ul><b>Détails:</b><ul><li>Taille : l 36cm, w 33cm, h 23cm</li><li>avec Housse pour carte</li><li>3 poches extérieurs</li><li>2 pré perçages pour faire passer des câbles</li><li>compartiments internes</li><li>format idéal pour support GPS</li><li>points de fixation pour housse de carte</li><li>Détails réfléchissants</li><li>Avec poignée</li><li>Détails réfléchissants</li></ul></ul><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>sac interne <b>(BC.ZUB.00.017.30000)</b></li><li>2 sangles à boucle<b>(BC.ZUB.00.006.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul><li>Housse pour carte <br>Article<b> BC.TRS.00.150.10000</b></li><li>Câble antivol<br>Article<b> BC.LOC.00.002.10000/B</b> (50cm) /<b> BC.LOC.00.003.10000/B</b> (100cm)</li><li>sacoche réservoir Support GPS<br>Article<b> BCK.GPS.00.010.100</b></li><li>pochette étanche pour Smartphone<br>Article <b>BC.TRS.00.152.10000</b></li><li>pochette étanche pour Tablette<br>Article<b> BC.TRS.00.151.10000</b></li><li>Sac interne étanche<br>Article <b>BCK.WDI.00.054.100</b></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10129;;Sacoche réservoir à sangles Enduro LT;;;;;;;;;;;;;;;;;;;;;;;;;;;1680 Balistique Nylon. Noir. 5 L - 7,5 L.;<b>Sacoche réservoir à sangles Enduro Lite (LT)</b><br>Par SW-MOTECH<br><br><ul><li>Pour moto denduro et trails</li><li>Version plus petite de la sacoche réservoir Enduro</li><li>Sangles de fixation avec boucles et clips de fermeture</li><li>Avec fermeture éclair pour détacher la sacoche de son support</li><li>Volume 5 litres, extensible à 7,5 litres<br>Extensible grâce à un système de fermeture éclair</li></ul><b>Détails:</b><ul><li>Taille : l 21cm, w 21cm, h 17cm</li><li>Avec housse pour carte</li><li>2 pré perçage pour faire passer des câbles</li><li>compartiments internes</li><li>format idéal pour support GPS</li><li>Détails réfléchissants</li><li>Avec poignée</li><li>Détails réfléchissants</li></ul><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>sac interne <b>(BC.ZUB.00.017.30000)</b></li><li>2 sangles à boucles<b>(BC.ZUB.00.006.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul></li><li>Câble antivol<br>Article<b> BC.LOC.00.002.10000/B</b> (50cm) /<b> BC.LOC.00.003.10000/B</b> (100cm)</li><li>sacoche réservoir Support GPS<br>Article<b> BCK.GPS.00.010.100</b></li></ul><b>Tip:</b><ul><li>idéal pour les moto denduro avec un petit réservoir.</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10130;;Support de carte pour sacoche réservoir;;;;;;;;;;;;;;;;;;;;;;;;;;;Nylon balistique 1680. Noir.;<ul> <li>Adaptable sur les sacoches réservoir SW-MOTECH (sauf sacoche Micro)</li> <li>Compatible également avec la première gamme de sacoches (jusquà 2011)</li><li>En DIN A4</li></ul><b>Inclus:</b><!--BL--> <ul> <li>Housse pour carte</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10131;;Pochette étanche pour tablette numérique;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Matière Tarpaulin.;"<ul> <li>Adaptable pour les sacoche réservoir Bags-Connection (sauf Micro)</li><li>Pour les tablettes 9,7 </li><li>En Tarpaulin pour une bonne résistance à labrasion, étanche et flexible</li><li>Compatible également avec la première gamme de sacoche (jusquà 2011)</li></ul><b>Inclus:</b><!--BL--> <ul><li>pochette étanche pour Tablette</li></ul><!--EL-->""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10132;;Pochette étanche pour smartphone;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Matière Tarpaulin.;<ul> <li>Adaptable pour les sacoche réservoir Bags-Connection (sauf Micro)</li><li>Pour les Smartphones </li><li>En Tarpaulin pour une bonne résistance à labrasion, étanche et flexible</li><li>Compatible également avec la première gamme de sacoche (jusquà 2011)</li></ul><b>Inclus:</b><!--BL--> <ul><li>pochette étanche pour Smartphone</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10133;;Sacoche réservoir QUICK-LOCK ION 1;;;;;;;;;;;;;;;;;;;;;;;;;;;Polyester 600D. Noir. 5 L - 9 L.;<b>Sacoche de réservoir QUICK-LOCK ION one</b><br><br>La <b>ION one</b>convient parfaitement pour des petites ballades.<br>Avec une fixation rapide et un détachement très simple.<br>Avec un volume extensible de </b> 5 à 9 litres.</li></ul><b>Détails:</b><ul><li>Taille : L 30 cm, l 21 cm, h 15 cm</li><li>Volume: 5 - 9 l</li><li>Matériel: 600D MBD Polyester</li><li>Fond de la sacoche en matériau EVA</li><li>avec un emplacement pour carte</li><li>compartiments internes</li><li>1 entrée pour câble </li><li>Volume extensible </li><li>Détails réfléchissants</li><li>Poignée</li><li>à combiner avec lanneau de réservoir QUICK-LOCK (et non pas QUICK-LOCK EVO).</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10134;;Sacoche réservoir QUICK-LOCK ION 2;;;;;;;;;;;;;;;;;;;;;;;;;;;Polyester 600D. Noir. 13 L - 20 L.;<b>Sacoche de réservoir QUICK-LOCK ION two</b><br><br>Le volume de la <b>ION two</b>convient parfaitement pour des petites ballades.<br>Avec une fixation rapide et un détachement très simple.<br>Avec un volume extensible de </b> 13 à 20 litres.<br><br><b>Détails:</b><ul><li>Taille : L 38 cm, l 26 cm, h 17 cm</li><li>Volume: 13 - 20 l</li><li>Matériel: 600D MBD Polyester</li><li>Fond de la sacoche en matériau EVA</li><li>avec un emplacement pour carte</li><li>compartiments internes</li><li>1 entrée pour câble </li><li>Volume extensible </li><li>Détails réfléchissants</li><li>Poignée</li><li>à combiner avec lanneau de réservoir QUICK-LOCK (et non pas QUICK-LOCK EVO).</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10135;;Sacoche réservoir QUICK-LOCK ION 3;;;;;;;;;;;;;;;;;;;;;;;;;;;Polyester 600D. Noir. 15 L - 22 L.;<b>Sacoche de réservoir QUICK-LOCK ION three</b><br><br>La <b>ION three</b>convient parfaitement pour de grandes excursions.<br>Avec une fixation rapide et un détachement très simple.<br>Avec un volume extensible de </b> 15 à 22 litres.<br><br><b>Détails:</b><ul><li>Taille : L 38 cm, l 33 cm, h 19 cm</li><li>Volume: 15 - 22 l</li><li>Matériel: 600D MBD Polyester</li><li>Fond de la sacoche en matériau EVA</li><li>avec un emplacement pour carte</li><li>compartiments internes</li><li>1 entrée pour câble </li><li>Volume extensible </li><li>Détails réfléchissants</li><li>Poignée</li><li>à combiner avec lanneau de réservoir QUICK-LOCK (et non pas QUICK-LOCK EVO).</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10136;;Sacoche de réservoir à sangles ION 4;;;;;;;;;;;;;;;;;;;;;;;;;;;Polyester 600D. Noir. 13 L - 22 L.;<b>sacoche réservoir à sangles ION four</b><br><br>La sacoche réservoir à sangles <b>ION 4</b>est idéale pour les enduro et les trails (dual sport) avec un réservoir en pente.<br>Sangles de fixation avec boucles et clips de fermeture</li><br>Avec fermetures éclair pour détacher la sacoche de son support, qui peut lui rester fixe sur la moto<br><br><b>Détails:</b><ul><li>Taille : la 36 cm, lo 33 cm, h 23 cm</li><li>Volume: 13 - 22 l</li><li>Matière : 600D MBD Polyester</li><li>Fond de la sacoche en matériau EVA</li><li>Sangles très résistantes</li><li>avec un emplacement pour carte</li><li>compartiments internes</li><li>1 entrée pour câble</li><li>Volume extensible</li><li>Détails réfléchissants</li><li>poignée</li></ul><b>Inclus:</b><ul><li>sacoche réservoir</li><li>sac interne <b>(BC.ZUB.00.017.30000)</b>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10137;;Sac de selle Drybag 350;;;;;;;;;;;;;;;;;;;;;;;;;;;Toile bâchée. Gris / Noir. Waterproof. 35 l.;<b>BAGS-CONNECTION Drybag 350</b><br><br>Excellente résistance aux déchirures, tractions, perforations, imperméable et résistant aux UV. <br> Cest la matière résistant aux intempéries ! <br> Pour toutes les conditions météorologiques, peu importe la manière dont vous choisissez de lutiliser, le résultat est toujours parfait. Avec un look discret.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Utilisation universelle compatible avec presque toutes les motos</li><li>Matière: Tarpaulin étanche soudé par hautes fréquences</li><li>Taille : 35 l (Ø 30 cm, Longueur 55 cm)</li><li>Couleur: Anthracite / Noir</li><li>Stable 4-points de fixation</li><li>Sangle bandoulière ergonomique, poche pour carte type carte de crédit</li><li>Anneaux pour fixation supplémentaire avec les sangles ROK</li><li>Détails réfléchissants pour plus de sécurité sur la route</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>Sac Drybag</li><li>4 sangles de fixation <b>(BC.ZUB.00.066.30000)</b></li><li>Sangle bandoulière <b>(BC.ZUB.00.041.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b> Sangles ajustables :<ul><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/%204052572000984.htm><b>BC.ROK.00.711.10000/B</b></a></li><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/en/4052572000991.htm>BC.ROK.00.711.10100/B</a></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10138;;Sac de selle Drybag 350;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin. Etanche. Jaune. 35 l.;<b>BAGS-CONNECTION Drybag 350 - jaune</b><br><br>Le tarpaulin est un matériau parfaitement étanche et extrêmement résistant aux éléments et aux déchirures.<br>Tous nos sacs étanches sont fabriqués en tarpaulin.<br>Les sacoches sont étudiées et construites pour faire face à toutes les conditions climatiques. La large ouverture centrale permet un accès facile tout en garantissant une parfaite étanchéité une fois roulée et fermée.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Forme universelle compatible avec la plupart des modèles de moto.</li><li>Matériau : tarpaulin thermosoudé</li><li>Volume : 35 l (Ø 30 cm, longueur 55 cm)</li><li>Couleur : jaune</li><li>Système de fixation par laniéres à 4 points d’ancrage/li><li>Sangle d’épaule ergonomique, espace de rangement pour carte de visite visible de l’extérieur : pratique pour les voyages en avion</li><li>Espace réfléchissant pour une visibilité accrue dans le traffic routier</li><li>Grâce à un ingénieux système de connection par lanières et attaches, il est facile de superposer plusieurs Drybag étanches les uns sur les autres.</li></ul><!--EB--><b>Inclus:</b><ul><li>Sac de selle étanche Drybag 350</li><li>4 lanières de fixation <b>(BC.ZUB.00.066.30000)</b></li><li>Une sangle d’épaule<b> (BC.ZUB.00.041.30000)</b></li></ul><b>Accessoires disponibles en option:</b> Lanières de fixation universelles adaptables :<ul><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm><b>BC.ROK.00.711.10000/B</b></a></li><li>ROK straps 500-1500 mm<br><b>Artikelnr. </b><a href=http://sw-bc.com/%204052572000991.htm><b>BC.ROK.00.711.10100/B</b></a></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10139;;Sac de selle Drybag 600;;;;;;;;;;;;;;;;;;;;;;;;;;;Toile bâchée. Gris / Noir. Waterproof. 60 l.;<b>BAGS-CONNECTION Drybag 600</b><br><br>Excellente résistance aux déchirures, tractions, perforations, imperméable et résistant aux UV. <br> Cest la matière résistant aux intempéries ! <br> Pour toutes les conditions météorologiques, peu importe la manière dont vous choisissez de lutiliser, le résultat est toujours parfait. Avec un look discret.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Utilisation universelle compatible avec presque toutes les motos</li><li>Matière: Tarpaulin étanche soudé par hautes fréquences</li><li>Taille : 60 l (Ø 35 cm, Longueur 70 cm)</li><li>Couleur: Anthracite / Noir</li><li>Stable 4-points de fixation</li><li>Sangle bandoulière ergonomique, poche pour carte type carte de crédit</li><li>Anneaux pour fixation supplémentaire avec les sangles ROK</li><li>Détails réfléchissants pour plus de sécurité sur la route</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>Sac Drybag</li><li>4 sangles de fixation<b> (BC.ZUB.00.066.30000)<b></li><li>Sangle bandoulière</b> (BC.ZUB.00.041.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b> Sangles ajustables :<ul><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/%204052572000984.htm><b>BC.ROK.00.711.10000/B</b></a></li><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/en/4052572000991.htm><b>BC.ROK.00.711.10100/B</b></a></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10140;;Sac de selle Drybag 600;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin. Etanche. Jaune. 60 l.;<b>BAGS-CONNECTION Drybag 600 - jaune</b><br><br>Le tarpaulin est un matériau parfaitement étanche et extrêmement résistant aux éléments et aux déchirures.<br>Tous nos sacs étanches sont fabriqués en tarpaulin.<br>Les sacoches sont étudiées et construites pour faire face à toutes les conditions climatiques. La large ouverture centrale permet un accès facile tout en garantissant une parfaite étanchéité une fois roulée et fermée.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Forme universelle compatible avec la plupart des modèles de moto.</li><li>Matériau : tarpaulin thermosoudé</li><li>Volume : 60 l (Ø 35 cm, longueur 70 cm)</li><li>Couleur : jaune</li><li>Système de fixation par lanières à 4 points d’ancrage/li><li>Sangle d’épaule ergonomique, espace de rangement pour carte de visite visible de l’extérieur : pratique pour les voyages en avion</li><li>Espace réfléchissant pour une visibilité accrue dans le traffic routier</li><li>Grâce à un ingénieux système de connection par lanières et attaches, il est facile de superposer plusieurs Drybag étanches les uns sur les autres.</li></ul><!--EB--><b>Inclus:</b><ul><li>Sac de selle étanche Drybag 600</li><li>4 lanières de fixation<b> (BC.ZUB.00.066.30000)</b></li><li>Une sangle d’épaule<b> (BC.ZUB.00.041.30000)</b></li></ul><b>Accessoires disponibles en option:</b> Lanières de fixation universelles adaptables :<ul><li>ROK straps 310-1060 mm<br>Artikelnr. <a href=http://sw-bc.com/%204052572000984.htm><b>BC.ROK.00.711.10000/B</b></a></li><li>ROK straps 500-1500 mm<br>Artikelnr.<a href=http://sw-bc.com/%204052572000991.htm><b>BC.ROK.00.711.10100/B</b></a></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
