id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Filtre 1;Filtre 2;Filtre 3;Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
101210;1;Arrow Ducati;433;1313.89;1;840.89;1;;;;;71720PK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;1098 / 1198 '07-08 / 848 '08-10 Titanium Thunder Silencer ;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++ </li><li>11006Kz</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71720PK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71720PK_0.jpg;0;Ducati;Street;Homologué suisse;Compatibilité marque:Ducati:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101211;1;Arrow Ducati;433;1184.26;1;757.93;1;;;;;71720PO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;1098 / 1198 '07-08 / 848 '08-10 Titanium Thunder Silencer;<ul><li>With Steel End Cap</li><li></li><li>++Accessoire Nécessaire++ </li><li>11006Kz</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71720PO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71720PO_0.jpg;0;Ducati;Street;Homologué suisse;Compatibilité marque:Ducati:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101212;0;Arrow Suzuki;433;1026.85;1;657.18;1;;;;;71721AK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 Aluminium L&R Thunder Silencer ;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;Suzuki;Street;Sans homologation suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101213;0;Arrow Suzuki;433;1026.85;1;657.18;1;;;;;71721AKN;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 Aluminium Dark L&R Thunder Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;Suzuki;Street;Sans homologation suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101214;1;Arrow Suzuki;433;841.67;1;538.67;1;;;;;71721AO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 L&R Aluminium Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71721AO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71721AO_0.jpg;0;Suzuki;Street;Homologué suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101215;1;Arrow Suzuki;433;841.67;1;538.67;1;;;;;71721AON;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 L&R Aluminium Dark Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71721AON_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71721AON_0.jpg;0;Suzuki;Street;Homologué suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101216;1;Arrow Suzuki;433;1276.85;1;817.18;1;;;;;71721MK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 L&R Carbon Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71721MK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71721MK_0.jpg;0;Suzuki;Street;Sans homologation suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101217;1;Arrow Suzuki;433;1137.96;1;728.29;1;;;;;71721MO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 L&R Carbon Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71721MO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71721MO_0.jpg;0;Suzuki;Street;Sans homologation suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101218;1;Arrow Suzuki;433;1313.89;1;840.89;1;;;;;71721PK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 L&R Titanium Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71721PK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71721PK_0.jpg;0;Suzuki;Street;Homologué suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101219;1;Arrow Suzuki;433;1184.26;1;757.93;1;;;;;71721PO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 L&R Titanium Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71721PO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71721PO_0.jpg;0;Suzuki;Street;Homologué suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101220;1;Arrow Honda;433;499.07;1;319.40;1;;;;;71722AK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600Fa Hornet '07/11 Aluminium Thunder Silencer ;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722AK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722AK_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101221;1;Arrow Honda;433;545.37;1;349.04;1;;;;;71722AKB;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600F Hornet '07/13 Aluminium White Thunder Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722AKB_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722AKB_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101222;1;Arrow Honda;433;499.07;1;319.40;1;;;;;71722AKN;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600Fa Hornet '07/11 Aluminium Dark Thunder Silencer ;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722AKN_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722AKN_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101223;1;Arrow Honda;433;406.48;1;260.15;1;;;;;71722AO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600Fa Hornet '07-10 Aluminium Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722AO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722AO_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101224;1;Arrow Honda;433;443.52;1;283.85;1;;;;;71722AOB;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600F Hornet '07-13 Aluminium White Thunder Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722AOB_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722AOB_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101225;1;Arrow Honda;433;406.48;1;260.15;1;;;;;71722AON;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600Fa Hornet '07-10 Aluminium Dark Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722AON_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722AON_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101226;1;Arrow Honda;433;628.7;1;402.37;1;;;;;71722MK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600Fa Hornet '07-10 Carbon Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722MK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722MK_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101227;1;Arrow Honda;433;554.63;1;354.96;1;;;;;71722MO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600F Hornet '07-10 Carbon Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722MO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722MO_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101228;1;Arrow Honda;433;656.48;1;420.15;1;;;;;71722PK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600F Hornet '07-10 Titanium Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722PK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722PK_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101229;1;Arrow Honda;433;591.67;1;378.67;1;;;;;71722PO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600F Hornet '07-10 Titanium Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722PO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722PO_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101230;1;Arrow Honda;433;526.85;1;337.18;1;;;;;71722XKI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cb600F Hornet '07/13 Nichrom X-Kone Silencer;<ul><li>With Carbon End  Cap For Original And Arrow Collectors</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71722XKI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71722XKI_0.jpg;0;Honda;Street;Homologué suisse;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101231;1;Arrow Kawasaki;433;480.56;1;307.56;1;;;;;71723AK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07/11 / Z800 '13 / Z800E '13 Aluminium Race-Tech Silencer;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723AK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723AK_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101232;1;Arrow Kawasaki;433;526.85;1;337.18;1;;;;;71723AKB;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07/11 / Z800 '13 / Z800E '13 Aluminium White Race-Tech Silencer;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723AKB_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723AKB_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101233;1;Arrow Kawasaki;433;480.56;1;307.56;1;;;;;71723AKN;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07/11 / Z800 '13 / Z800E '13 Aluminium Dark Race-Tech Silencer;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723AKN_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723AKN_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101234;1;Arrow Kawasaki;433;387.96;1;248.29;1;;;;;71723AO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07-11 / Z800 '13 / Z800E '13 Aluminium Race-Tech Silencer;<ul><li>With Steel End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mii</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723AO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723AO_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101235;1;Arrow Kawasaki;433;434.26;1;277.93;1;;;;;71723AOB;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07/11 / Z800 '13 / Z800E '13 Aluminium White Race-Tech Silencer;<ul><li>With Steel End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mii</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723AOB_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723AOB_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101236;1;Arrow Kawasaki;433;387.96;1;248.29;1;;;;;71723AON;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07-11 / Z800 '13 / Z800E '13 Aluminium Dark Race-Tech Silencer;<ul><li>With Steel End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723AON_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723AON_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101237;1;Arrow Kawasaki;433;647.22;;414.22;1;;;;;71723MK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07/11 / Z800 '13 / Z800E '13 Carbon Race-Tech Silencer;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723MK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723MK_0.jpg;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101238;1;Arrow Kawasaki;433;675;;432.00;1;;;;;71723PK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07/11 / Z800 '13 / Z800E '13 Titanium Race-Tech Silencer;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723PK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723PK_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101239;1;Arrow Kawasaki;433;582.41;;372.74;1;;;;;71723PO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07-11 / Z800 '13 / Z800E '13 Titanium Race-Tech Silencer;<ul><li>With Steel End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723PO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723PO_0.jpg;0;Kawasaki;Street;Homologué suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
101240;1;Arrow Kawasaki;433;508.33;;325.33;1;;;;;71723XKI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z750 '07-11 / Z800 '13 / Z800E '13 Nichrom X-Kone Silencer;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>Z750: 71368Mi</li><li>Z800: 71477Mi</li><li>Z800E: 71482Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71723XKI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71723XKI_0.jpg;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101241;0;Arrow Kawasaki;433;1017.59;;651.26;1;;;;;71724AK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07/09 Aluminium L&R Thunder Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101242;0;Arrow Kawasaki;433;1119.44;;716.44;1;;;;;71724AKB;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07-09 Aluminium White L+R Thunder Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101243;0;Arrow Kawasaki;433;1017.59;;651.26;1;;;;;71724AKN;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07/09 Aluminium Dark L&R Thunder Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101244;1;Arrow Kawasaki;433;832.41;;532.74;1;;;;;71724AO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07 L&R Aluminium Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71724AO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71724AO_0.jpg;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101245;1;Arrow Kawasaki;433;915.74;;586.07;1;;;;;71724AOB;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07-09 Aluminium White L+R Thunder Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71724AOB_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71724AOB_0.jpg;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101246;1;Arrow Kawasaki;433;832.41;;532.74;1;;;;;71724AON;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07 L&R Aluminium Dark Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71724AON_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71724AON_0.jpg;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101247;1;Arrow Kawasaki;433;1313.89;;840.89;1;;;;;71724PK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07 L&R Titanium Silencer;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71724PK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71724PK_0.jpg;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101248;1;Arrow Kawasaki;433;1175;;752.00;1;;;;;71724PO;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z1000 '07 L&R Titanium Silencer;<ul><li>With Steel End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71724PO_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71724PO_0.jpg;0;Kawasaki;Street;Sans homologation suisse;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Sans homologation suisse:3;1;new;0;0;0;0;0;0;0;0
101249;1;Arrow Suzuki;433;517.59;;331.26;1;;;;;71725AK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsf Bandit 650 / 1250 Aluminium Race-Tech Silencer ;<ul><li>With Carbon End Cap</li><li></li><li>++Accessoire Nécessaire++</li><li>71372Mi</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71725AK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71725AK_0.jpg;0;Suzuki;Street;Homologué suisse;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Homologué suisse:3;1;new;0;0;0;0;0;0;0;0
