id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
61568;0;Filtre è Air Hiflofiltro Hfa2501;331;13.5;1;25;1;;;;;HFA2501;;Freidig;Hiflo;;;;;;;;4;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2501_0.jpg;http://www.motogoodeal.ch/img/import/HFA2501_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61569;0;Filtre è Air Hiflofiltro Hfa2502;331;15.5;1;28.7;1;;;;;HFA2502;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2502_0.jpg;http://www.motogoodeal.ch/img/import/HFA2502_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61570;0;Filtre è Air Hiflofiltro Hfa2503;331;15;1;27.78;1;;;;;HFA2503;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2503_0.jpg;http://www.motogoodeal.ch/img/import/HFA2503_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61571;0;Filtre è Air Hiflofiltro Hfa2504;331;15.5;1;28.7;1;;;;;HFA2504;;Freidig;Hiflo;;;;;;;;1;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2504_0.jpg;http://www.motogoodeal.ch/img/import/HFA2504_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61572;0;Filtre è Air Hiflofiltro Hfa2505;331;9.5;1;17.59;1;;;;;HFA2505;;Freidig;Hiflo;;;;;;;;1;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2505_0.jpg;http://www.motogoodeal.ch/img/import/HFA2505_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61573;0;Filtre è Air Hiflofiltro Hfa2601;331;13;1;24.07;1;;;;;HFA2601;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2601_0.jpg;http://www.motogoodeal.ch/img/import/HFA2601_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61574;0;Filtre è Air Hiflofiltro Hfa2602;331;23;1;42.59;1;;;;;HFA2602;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2602_0.jpg;http://www.motogoodeal.ch/img/import/HFA2602_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61575;0;Filtre è Air Hiflofiltro Hfa2603;331;15.5;1;28.7;1;;;;;HFA2603;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2603_0.jpg;http://www.motogoodeal.ch/img/import/HFA2603_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61576;0;Filtre è Air Hiflofiltro Hfa2604;331;15.5;1;28.7;1;;;;;HFA2604;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2604_0.jpg;http://www.motogoodeal.ch/img/import/HFA2604_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61577;0;Filtre è Air Hiflofiltro Hfa2605;331;29.5;1;54.63;1;;;;;HFA2605;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2605_0.jpg;http://www.motogoodeal.ch/img/import/HFA2605_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61578;0;Filtre è Air Hiflofiltro Hfa2606;331;12.5;1;23.15;1;;;;;HFA2606;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2606_0.jpg;http://www.motogoodeal.ch/img/import/HFA2606_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61579;0;Filtre è Air Hiflofiltro Hfa2607;331;22.5;1;41.67;1;;;;;HFA2607;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2607_0.jpg;http://www.motogoodeal.ch/img/import/HFA2607_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61580;0;Filtre è Air Hiflofiltro Hfa2702;331;17.5;1;32.41;1;;;;;HFA2702;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA2702_0.jpg;http://www.motogoodeal.ch/img/import/HFA2702_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
