ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL-rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
85217;;Alpinestars Schuhe SUPERTECH R - Schwarz/Rot/Weiss;;;;;;;;;;RPGASBR151321;;;;;;;;;;;;;;;;;Geschmiedet auf der Rennstrecke, der Alpinestars Supertech R ist das Aushängeschild von Alpinestars Motorradstiefel für den Straßenrennsport. In diesem Stiefel steckt Wissen und Erfahrung vieler Top-MotoGP- und WSBK-Piloten.;<p>Die neueste Version des Supertech R beinhaltet einen neukonstruierten Innenschuh, hergestellt aus 3D-Kunststoffgewebe, das zu geringerem Gewicht führt, während gleichzeitig die Atmungsaktivität, der Tragekomfort und das Gefühl stark verbessert werden konnten</p><ul><li>Vordere Flex-Zone ist aus weichem TPU-Gewebe mit gefrästen Reliefs für mehr Abriebswiderstand und verbesserte Vor- und Rückwärtsbewegungen</li><li>Obere Gamasche folgt der Beinkontur und ist aus elastischem, hochwertigem Kunststoffleder, verstärkt mit Gummi für die Aufrechthaltung der Form</li><li>Obere Gamasche folgt der Beinkontur und ist aus elastischem, hochwertigem Kunststoffleder, verstärkt mit Gummi für die Aufrechthaltung der Form</li><li>Leichte Sohle aus Gummimischung bietet exzellenten Halt, und erlaubt natürliche Beugung, wenn der Fahrer Position und Druck am Fußraster ändert.</li><li>Flexible, leichte Zehenwippe für ein besseres Gefühl beim Gangwechsel.</li><li>Strategisch platzierte Belüftung an der Ferse und am TPU-Schienbeinschützer, sowie weiches TPU-Gewebe am Vorfuß leitet Luft durch den Stiefel.</li><li>Einstieg am Außenschuh hat Stretch-Akkordeon-Ledereinsätze für einen sicheren Halt und einfaches An- und Ausziehen. Zipp-Verschluss mit Klettverschlusslasche schließt flach und bündig.</li></ul>;;Alpinestars Schuhe SUPERTECH R - Schwarz/Rot/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85218;;Alpinestars Schuhe TECH TOURING GTX - Schwarz;;;;;;;;;;RPGASBT09101;;;;;;;;;;;;;;;;; Alpinestars ist ein italienischer Hersteller, spezialisiert in Protektorenausstattung für Motorrad, Autorennen sowie mehreren Extremsportarten: M.T.B., BMX, Surfen, Wakeboard und sogar snow mobile.;<p>Der Alpinestars Tech Touring Gore-Tex® Stiefel ist zugelassen und für alle Jahreszeiten geeignet. Robust, wasserdicht und sicher, perfekt für extremste Fahrverhältnisse. Dank der Gore-Tex® Membrane garantiert er Komfort und Schutz bei jeder Wetterlage. Perfekt für lange Tagesreisen auf dem Motorrad.</p><br><p><strong>ROBUSTE, WETTERBESTÄNDIGE STRUKTUR</strong></p><ul><li>Aus vollnarbigem Leder mit atmungsaktiver Gore-Tex Membrane, 100% wasserdicht.</li></ul><br><p><strong>OPTIMALER KOMFORT</p></strong><ul><li>Biegepartien am Fußspann und an der Achillessehne, die dem Fahrer eine seitliche Bewegungsfreiheit gestatten.</li><li>Herausnehmbare Innensohle aus EVA-Schaumstoff für effiziente Stoßabsorption und perfekten Aufprallschutz.</li><li>Einstellung der Wadengröße mittels doppeltem Klettbandverschluss und doppelten Stretch-Panels im hinteren Wadenbereich.</li></ul><br><p><strong>SCHUTZ</p></strong><ul><li>Schienbeinprotektion aus Spritz-PU mit Doppeldichte, unterhalb der Leder-Außenschicht, für einen höheren Aufprall- und Abriebschutz.</li><li>Protektoren aus TPU-Spritzteilen mit Doppeldichte an der Fußknöchel- und Schalthebelpartie. Verstärkung im Schalthebelbereich an der Fußspitze.</li></ul><br><p><strong>SICHERHEIT UND PASSFORM</p></strong><ul><li>Der Reflektoreinsatz im hinteren Bereich sorgt für bessere Sichtbarkeit des Fahrers in der Nacht.</li><li>Die exklusive, ölabweisende Zweikomponenten-Gummisohle garantiert optimale Undurchlässigkeit, Leistung und Lebensdauer.</li></ul>;;Alpinestars Schuhe TECH TOURING GTX - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85219;;Alpinestars Schuhe STELLA GRAN TORINO - Schwarz;;;;;;;;;;RPGASBT12103;;;;;;;;;;;;;;;;;Der Alpinestars Stella Gran Torino ist ein schnittig geformter Allwetter-Touring Damen Stiefel, eigens für Frauen entworfen und aus hochwertigem Vollleder hergestellt. Allwetterschutz ist durch ein integriertes Gore-Tex®-Futter gegeben, während auch ausreichend Schutzfunktionen vorhanden sind, die dezent in das Design verarbeitet sind und für Sicherheit und Stil zugleich sorgen.;<p><strong>Verarbeitung</p></strong><ul><li>Eigens für Frauen entworfen.</li><li>Obermaterial aus hochwertigem Vollnarbenleder für besseren Tragekomfort, Robustheit und Abriebfestigkeit.</li><li>Anatomisch geformter Oberschaft für besten Sitz am Fuß und Tragekomfort.</li><li>Eingearbeitetes, wasserdichtes und atmungsaktives Gore-TEX® Innenfutter für Schutz gegen alle Witterungsbedingungen.</li></ul><br><strong><p>Sicherheit</p></strong><ul><li>Nahtlos eingearbeiteter und geformter Schienbeinschützer bietet umfassenden Aufprallschutz.</li><li>Schaumstoffgepolsterter, zweifach beschichteter Knöchelschutz an beiden Seiten.</li><li>Silbereloxierter Aluminiumprotektor am äußeren Knöchel.</li><li>Eingearbeitete Fersen- und Zehenkappe unter dem Leder für mehr Steifigkeit in wichtigen Aufprallzonen.</li><li>Reflektierende Streifen hinten für bessere Erkennbarkeit während der Nachtstunden. Passform und Bequemlichkeiten</li><li>Innovativer, einfacher Seiteneinstieg mit elastisch befestigten Zipp- und breiten Klettverschluss für präzisen Halt.</li><li>Anatomisch geformt, hochentwickelt und aus einem Modul gespritzte Polyamid-Mittelsohle und hochentwickelter Kunststoffschaft mit TPU-Verstärkung im Bereich des Ganghebels</li><li>Weichgesteppte Akkordeon-Flexzone gewährt Tragekomfort, egal ob beim Fahren oder Gehen.</li><li>Auswechselbares, anatomisch geformtes EVA-Schaumstoff-Fußbett.</li><li>Äußerst flexible Stollensohle verfügt über Alpinestars´exklusiver Gummimischung für optimalen Tragekomfort und Halt.</li><li>Eine weitere Annehmlichkeit ist die komplett austauschbare Sohle des Gran Torino Gore-Tex Boot®.</li><li>Der Stella Gran Torino Gore-Tex®-Stiefel ist zertifiziert.</li></ul>;;Alpinestars Schuhe STELLA GRAN TORINO - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85220;;Alpinestars Schuhe NEW LAND GTX - Schwarz;;;;;;;;;;RPGASBT13102;;;;;;;;;;;;;;;;;Ein halblanger fu?r Komfort und Bequemlichkeit bei langen Fahrten entwickelter touring Stiefel, ist der New Land GORE-TEX® praktisch und höchst strapazierfähig. Getestete Wasserdichtigkeit wird durch die eingebaute GORE-TEX® Auskleidung erbracht, während fortschrittliche Schutzeigenschaften in die Struktur integriert sind.;<ul><li>Der zertifizierte Stiefel ist höchst strapazierfähig und schneidet bei jeden Wetterbedingungen und u?ber alle Strecken sehr gut ab.</li><li>100% wasserfeste GORE-TEX® Membran fu?r sicheren Schutz gegen Wetterelemente und verbesserte Belu?ftung.</li><li>Der Stiefel ist konturiert fu?r optimierte Leistung u?ber längere Strecken, und mit einer Zehenkappe fu?r höhere Fahr-Beherrschung und -Gefu?hl versehen.</li><li>Vordere und hintere Akkordeon-Flexzonen fu?r bestmögliche Beweglichkeit und Fahrkomfort.</li><li>Easy-Entry-System mit großem Klettverschluss und wasserabweisendem Zwickel.</li><li>Ein am Fußgelenk angebrachter Schlaufe mit Klettverschluss erteilt zusätzliche verstellbare Sicherheit.</li><li>Double-Density Knöchelschutzschield auf und unter der medialen Lederoberfläche.</li><li>Verstärktes Polster im Umschaltungsbereich schu?tzt Fußoberseite.</li><li>Reflex-Ru?ckeinsatz fu?r verbesserte Nachtsichtbarkeit.</li><li>Textil Innenauskleidung ist strapazierfähig und komfortable.</li><li>Konturiertes Fußbett aus eingespritztem hoch-modul Polyamid beeinschließt eingebettete Schienbeinverstärkung.</li><li>Alpinestars einzigartige Gummimischung fu?r die bestmögliche Verknu?pfung von Komfort und Griff.</li><li>Widerstandsfähige Zehenkappe- und externe Fersenkappe-Schale bieten u?berragenden Aufprallschutz an der Stiefelhu?lle.</li><li>Herausnehmbares anatomisch geformtes EVA-gepolstertes Fußbett.</li></ul>;;Alpinestars Schuhe NEW LAND GTX - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85221;;Alpinestars Schuhe STELLA VIKA WP - Schwarz;;;;;;;;;;RPGASBT13103;;;;;;;;;;;;;;;;;Aus wasserfestem Leder und Velours haben die perfekt gestylten VIKA Stiefel einen modischen Anspruch und bieten gleichzeitig optimierten Fahrschutz und -Komfort. Mit einer völlig wasserfesten Membran sind die Sicherheitseinrichtungen strategisch aber diskret positioniert, so daß das Styling des Stiefels beibehalten wird. Für die Anwendung mit den VIKA Hosen und VIKA Collection Bekleidung gedacht.;<p><strong>Anfertigung</p></strong><ul><li>Oberanfertigung aus wasserfestem Leder und Veloursleder für Allwetterleistung und -Dauerhaftigkeit.</li><li>100% wasserfeste atmungsaktive Membran zur Förderung der Feuchtigkeitsregulierung.</li><li>Gewölbter Oberteil des Stiefels sorgt für Komfort in Fahrposition und unterstützt ein einfaches Anziehen.</li><li>Doppeldichtige Knöchelscheiben bieten strategischen Schutz.</li><li>Fortschrittliche Polymer-Schutzverstärkung unter dem Leder für verbesserten Stil.</li><li>Diskret verdeckte Zehen- und Fersen-Kappe für zusätzlichen Schutz und Dauerhaftigkeit.</li></ul><br><p><strong>Komfort</p></strong><ul><li>Medialer auf einer elastischen Stoffbahn eingebauter Reißverschluss inkorporiert durchgehende Ledernähte als Schutz.</li><li>Semi-selbstarretierende Reißverschlüsse mit Laschen zur Motorradschutz vor Reißverschlusskratzen.</li><li>Akkordeon-Flexzonen gewähren Komfort ob beim Fahren oder Spazierengehen.</li><li>Obere Wade und innerer Futter aus atmungsaktivem Mesh-Textil.</li><li>Alpinestars einzigartige Gummimischung Sohle für die bestmögliche Verknüpfung von Komfort und Griff.</li><li>Für die Anwendung mit der VIKA Mode Kollektion einschließlich der Jacke, der Hosen und der Handschuhen.</li></ul><br><ul><li><strong>Obermaterial:</strong> Leder, Textil</li><li><strong>Futter:</strong> Textil</li><li><strong>Sohle:</strong< Andere Materialien (Gummi, Kunststoff)</li></ul>;;Alpinestars Schuhe STELLA VIKA WP - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85222;;Alpinestars Schuhe TOUCAN GTX - Schwarz;;;;;;;;;;RPGASBT14102;;;;;;;;;;;;;;;;;Die Toucan GORE-TEX® Stiefel sind technische und langlebige Tourenstiefel mit innovativen Design-Merkmalen wie den wirkungsvollen Schnallenverschlüssen aus Aluminium, durch die diese Stiefel ideal für lange Tage im Motorradsattel sind. Mit 100% Wetterfestigkeit und Atmungsaktivität durch GORE-TEX®-Futter, integrierte Schutzsysteme und erstklassigen Komfort und Flexibilität ist der Toucan GORE-TEX® ideal für raue Straßen. ;<p><strong>Sicherheitsfunktionen</strong></p><ul><li>Eine komplett CE-zertifizierter Stiefel aus Vollleder und Wildleder mit einer 100% wasserdichten und hoch atmungsaktiven GORE- TEX® Membran.</li><li>Der  innovative  seitliche  Knöchelschutz  bildet  eine  flexible  Verbindung  zwischen  den  oberen  Stiefelbereich  und  dem  unteren Fußbereich für zusätzliche Kontrolle und Unterstützung.</li><li>Mittlere Seitenstruktur für perfekte Passform und Flexibilität, mit verstärktem Polymer und Gummiformung für Halt und Schutz gegen Motorradhitze und bei einem Aufprall.</li><li>Erweiterter TPU Schutz deckt die innere Fersenkappe und den Zehenbereich ab und verbessert die Unterstützung und Steifigkeit in den Haupt-Aufprallzonen.</li><li>Die beschichtete Lederverkleidung formt die äußere Oberfläche des Zehenbereichs für effektive Abrieb- und Witterungsbeständigkeit.</li><li>Ferse in geformtem Außenschutz für erhöhte Dissipation und Absorption bei einem Aufprall.</li><li>Anatomisch geformte Polymer Schienbeinschützer mit einer innovativen vertikalen Flachstecktechnik für verbesserte Kontrolle und Unterstützung an der Vorder- und Rückseite.</li><li>Neues  Schnallenverschluss-System  mit  hochschlagfesten  Brückenverschlüssen  aus  Aluminium,  mit  Speicher  und  einem Schnellverschluss  /  Schließsystem  mit  selbstausrichtendem  Design  für  eine  einfache,  präzise  Schließung,  sowie  verbesserte Fahreigenschaften und Sicherheit. Alle Verschlüsse sind leicht austauschbar.</li></ul><br><p><strong>Konstruktion</p></strong><ul><li>Moderne Spann und Achilles Akkordeon Flexzone für höchsten Komfort, Kontrolle und Unterstützung.</li><li>Mittlere Oberfläche aus geprägtem Kalbveloursleder verbessert die Griffigkeit und Schutz.</li><li>Breite Eintrittsöffnung für Komfort durch kombinierten Hartpolymer und Klettverschluss für eine Vielzahl an Passform-Einstellungen an der Wade.</li><li>Stiefelstulpe und Innenfutter aus atmungsaktivem Mesh für zusätzlichen Komfort.</li><li>Abnehmbares anatomisch profiliertes EVA Schaumstoff-Fußbett.</li><li>Exklusive Gummiverbindung von Alpinestars für die optimale Kombination aus Komfort und Haftung.</li><li>Sohlenkonstruktion mit integriertem Stahlschaft für verbesserten Komfort und Haltbarkeit.</li><li>Seitliche Öffnung für zusätzliche Belüftung.</li></ul>;;Alpinestars Schuhe TOUCAN GTX - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85223;;Alpinestars Schuhe MONOFUSE GTX - Schwarz;;;;;;;;;;RPGASBT15102;;;;;;;;;;;;;;;;;Eine wirkliche Revolution im Tech Touring Schuhbereich. Der MonoFuse aus hochwertigen Hauptmaterialien integriert eine GORE-TEX®-Membran für unübertroffene Wasserdichtigkeit und Atmungsaktivität. Mit seinem bahnbrechenden Schnallen-Verschlusssystem, welches einen leichteren komfortableren und ergonomischeren Stiefel gewährt, ist der MonoFuse GORE-TEX® für die Langstreckenfahrt perfekt optimiert.;"<ul><li>Schaft aus hochwertigem Vollleder für hohe Komfort, Strapazierfähigkeits- und Abriebfestigkeits-Niveaus.</li><li>Ergonomischer Vorderfuß-Schnitt für Windschnittigkeit ermöglicht eine deutlich höhere Schalthebel-Kontrolle und sorgt für überragenden vielseitigen Fußprofil, Passform und Komfort.</li><li>Schnallen-Verschlusssystem: Verschlusssystem ermöglicht einfaches und schnelles An-/Ausziehen sowie einen festen und höchst individuellen Verschluss. Die umgekehrten Schnallen sind aus einer Aluminiumverbindung für deutlich bessere Abriebleistung. Die ergonomische Schnalle ist an einer strapazierfähigen doppeldichtigen TPU Halterung befestigt und ist aus einer technischen Aluminiumverbindung für höhere Abriebfestigkeit gefertigt.</li><li>Umfangreiche Akkordeon-Flexzonen aus Mikrofaser am Rist und an der Achillesferse für ausgezeichneten Komfort, Ausdehnung, Kontrolle und Stütze.</li><li>Eingebaute wasserfeste und höchst atmungsaktive GORE-TEX®-Membran für unübertroffene Allwetter-Leistung.</li><li>Die höchst flexible Sohle zeichnet sich durch die Alpinestars einzigartige Gummimischung für die ultimative Verknüpfung von Komfort und Griffigkeit aus.</li><li>Innere Zwischensohle aus hochwertigem Modul-Polyamid mit eingebauten Schienbeinverstärkungen für Struktur und Stütze im Fußgewölbebereich.</li><li>Heiß-geschmolzener verstärkter Schienbeinschöner für Gewichteinsparung und zusätzlichen Stoßschutz.</li><li>Eingespritzte Hoch-Modul TPU Shalterfläche ist im Vorderfuß für Strapazierfähigkeit und Abriebfestigkeit eingebaut.</li><li>Innere Zehen- und Fersenkappe sind unter dem Obermaterial für Dauerhaftigkeit, verbessertes Fahrgefühl und Leistung geschichtet.</li><li>Hinterer Schuhspann-Oberteil integriert atmungsaktive Mesh-Einsätze für Komfort und Passform im Wadenbereich.</li><li>Atmungsaktives Textil-Innenfutter am ganzen Stiefel.</li><li>Hochentwickelte Schaumpolsterung umhüllt den Sprunggelenk-Bereich für Passgenauigkeit und Komfort. Double-Density Knöchelprotektor auf der medialen Seite ist unter dem Obermaterial geschichtet und bietet Schutzleistung in den Schlüsselbereichen.</li><li>Hintere Reflexeinsätze für verbesserte Nachtsichtbarkeit.</li><li>Herausnehmbares anatomisches Fußbett enthält EVA-Schaum und Lycra® für Annehmlichkeit, Komfort und Stütze</li></ul><br><p><strong>Innovationsschwerpunkt</p></strong><p>Einführung des Alpinestars bahnbrechenden Verschlusssystems: ein äußerst schnelles und praktisches Verschlusssystem, welches die Achillesferse um 360° einwickelt und sich durch eine seitliche gegenläufige Sperrvorrichtung fest und dicht anschnallt. Eine wirkliche Revolution im Tech Touring Schuhbereich. Das Design ermöglicht die Entfernung überschüssigem Material und Komponenten, insbesondere auf der medialen Seite, und verleiht dem Stiefel ein leichtes und ergonomischeres Aussehen und ist für Langstreckenfahrt optimal. Die an einer strapazierfähigen doppeldichtigen TPU Halterung befestigte Ratschenschnalle ermöglicht eine höchst individuelle Passform und ist aus einer technischen Aluminiumverbindung für höhere Abriebfestigkeit gefertigt. Der Ratsche-Spanngurt ist ersetzbar.</p><br><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/f8wAFt7wwRY?controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>";;Alpinestars Schuhe MONOFUSE GTX - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85224;;Alpinestars Schuhe RIDGE WP - Schwarz;;;;;;;;;;RPGASBT15103;;;;;;;;;;;;;;;;;Ein leichter Tech Touring Stiefel aus strapazierfähiger und abriebfester Mikrofaser integriert der Ridge Waterproof eine 100% wasserfest-garantierte Membran für optimierte Komfort-, Leistungs- und Schutzniveaus. Der Ridge Waterproof zeichnet sich durch ein Haupt-Klettverschlusssystem für eine sichere und individuelle Passform.;"<ul><li>Oberanfertigung aus strapazierfähigem technischem Kunsttextil integriert vordere und hintere Akkordeon-Flexzonen aus Mikrofaser für hohe Leistung- und Komfortniveaus.</li><li>Wasserfeste Membranschicht zwischen Oberteil und Futter für nachgewiesene Leistung bei schwieriger Witterung.</li><li>Neue Stiefelgestaltung leistet langanhaltenden Komfort und integriert ergonomischen Zehenkappe-Aufbau für Kompatibilität mit der Motorradsteuerung.</li><li>Heiß-geschmolzener verstärkter Schienbeinschützer für Gewichteinsparung und zusätzlichen Stoßschutz.</li><li>Hoch Modul TPU eingespritztes Schaltkissen für Aufprallschutz und Strapazierfähigkeit.</li><li>Doppeltes Verschlusssystem: verstellbarer Klettverschlussband über dem Rist für eine feste und individuelle Passgenauigkeit sowie Klettverschluss über den unteren Bereich des Schienbeins. Ziehlaschen mit Gummimischung-Spitzen zur Verbesserung der Griffigkeit beim Befestigen.</li><li>Vollständiger Knöchelschutz: Doppeldichtige Knöchelprotektoren im medialen und seitlichen Bereich sind mit Polyschaum-Polsterung für Schutz und Komfort verstärkt.</li><li>Innere Zehen- und Fersenkappe sind unter dem Obermaterial für Dauerhaftigkeit, verbessertes Fahrgefühl und Leistung geschichtet.</li><li>Die konturierte hochwertige Modul-Zwischensohle folgt die Fußform und integriert eine strukturierte Schienbein Verstärkung.</li><li>Herausnehmbares anatomisches Fußbett weist EVA Schaum und Textil für ""Gedächtnis"" und Stütze auf.</li><li>Alpinestars exklusive Sohle aus vulkanisierter Gummimischung mit einzigartigem umhüllendem Design hält die Anforderungen des Straßenverkehrs aus.</li><li>Komfortable Polsterung umhüllt den Sprunggelenk-Bereich für Passgenauigkeit und Komfort.</li><li>Hintere Reflexeinsätze für verbesserte Nachtsichtbarkeit.</li></ul><br><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/VJW-AnuHXXI?controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>";;Alpinestars Schuhe RIDGE WP - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85225;;Alpinestars Jacke T-JAWS WP - Schwarz;;;;;;;;;;RPGASBW14101;;;;;;;;;;;;;;;;;Der aggressive Stil der Jacke ist ideal für sportliches Fahren oder Straßentouren mit verbessertem Schutz. Die T-Jaws Jacke ist robust und langlebig sowie äußerst vielseitig bei vielen verschiedenen Wetterbedingungen, und verfügt über eine wasserdichte Membran und ein abnehmbares Thermofutter.;<ul><li>Konstruktion aus mehreren Materialien mit Außenhaut aus modernem Poly-Nylon für ausgezeichnete Abrieb- und Reißfestigkeit.</li><li>Außenmaterial mit PU für zusätzliche wasserabweisende Funktion verstärkt.</li><li>Wasserdicht und atmungsaktiv durch eingearbeitete Membran für zusätzlichen Komfort.</li><li>Fächer für die Rückenprotektoren mit herausnehmbarer PE-Polsterung (der geprüfte Bio Armor Rückenschutzeinsatz ist als Zubehör erhältlich).</li><li>Flexible Mikrofaser Akkordeon Stretcheinsätze am Rücken für eine hervorragende Passform.</li><li>Brustfächer mit austauschbarer PE-Schutzpolsterung (Alpinestars Bionic Brustschutz als Zubehör verfügbar).</li><li>Aufprallschutz durch herausnehmbare und verstellbare geprüfte Bio Armor Ellenbogen- und Schulterprotektoren.</li><li>Das Langarm-Thermofutter (80g) ist komplett abnehmbar für Klimaregelung, Mappentaschen mit Velcro® Klettverschluss.</li><li>Schulter-Lufteinlässe mit Reißverschluss für eine wirksame Regulierung des internen Luftstroms.</li><li>Integrierte, weiche Mikrofaser-Kanten an Kragen und Manschette für verbesserten Komfort.</li><li>Vorgeformte Ärmel mit Akkordeon Flex-Einsätzen an den Ellbogen für mehr Komfort und leistungsorientierte Passform.</li><li>Äußere und innere Taschen mit Reißverschluss für ideale Schließung.</li><li>Reflektierende Streifen an Rückseite und Armen verbessern die Sichtbarkeit des Fahrers.</li><li>Interner Verbindungs-Reißverschluss in der Taille für die Verbindung an die hierzu ausgelegten Alpinestars Motorradhosen.</li><li>Manschettenregulierung mit Velcro® und halbautomatischen Verriegelungs-Reißverschlüssen für ideale Passform und verbesserten Komfort.</li><li>Erweitertes Rückseitenprofil, sowie kombinierte D-Ring und Velcro® Taillen-Anpassungen.</li><li>Flachprofil-Kragen mit abgerundeten Kanten für Komfortfunktionen, gepolstert es 3D-Mesh für hervorragende Atmungsaktivität.</li><li>Integrierte, wasserdichte Tasche für Portemonnaie.</li><li>TPU-verstärkte Reißverschluss-Ziehlaschen</li></ul>;;Alpinestars Jacke T-JAWS WP - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85226;;Alpinestars Jacke T-JAWS WP - Schwarz/Weiss;;;;;;;;;;RPGASBW14121;;;;;;;;;;;;;;;;;Der aggressive Stil der Jacke ist ideal für sportliches Fahren oder Straßentouren mit verbessertem Schutz. Die T-Jaws Jacke ist robust und langlebig sowie äußerst vielseitig bei vielen verschiedenen Wetterbedingungen, und verfügt über eine wasserdichte Membran und ein abnehmbares Thermofutter.;<ul><li>Konstruktion aus mehreren Materialien mit Außenhaut aus modernem Poly-Nylon für ausgezeichnete Abrieb- und Reißfestigkeit.</li><li>Außenmaterial mit PU für zusätzliche wasserabweisende Funktion verstärkt.</li><li>Wasserdicht und atmungsaktiv durch eingearbeitete Membran für zusätzlichen Komfort.</li><li>Fächer für die Rückenprotektoren mit herausnehmbarer PE-Polsterung (der geprüfte Bio Armor Rückenschutzeinsatz ist als Zubehör erhältlich).</li><li>Flexible Mikrofaser Akkordeon Stretcheinsätze am Rücken für eine hervorragende Passform.</li><li>Brustfächer mit austauschbarer PE-Schutzpolsterung (Alpinestars Bionic Brustschutz als Zubehör verfügbar).</li><li>Aufprallschutz durch herausnehmbare und verstellbare geprüfte Bio Armor Ellenbogen- und Schulterprotektoren.</li><li>Das Langarm-Thermofutter (80g) ist komplett abnehmbar für Klimaregelung, Mappentaschen mit Velcro® Klettverschluss.</li><li>Schulter-Lufteinlässe mit Reißverschluss für eine wirksame Regulierung des internen Luftstroms.</li><li>Integrierte, weiche Mikrofaser-Kanten an Kragen und Manschette für verbesserten Komfort.</li><li>Vorgeformte Ärmel mit Akkordeon Flex-Einsätzen an den Ellbogen für mehr Komfort und leistungsorientierte Passform.</li><li>Äußere und innere Taschen mit Reißverschluss für ideale Schließung.</li><li>Reflektierende Streifen an Rückseite und Armen verbessern die Sichtbarkeit des Fahrers.</li><li>Interner Verbindungs-Reißverschluss in der Taille für die Verbindung an die hierzu ausgelegten Alpinestars Motorradhosen.</li><li>Manschettenregulierung mit Velcro® und halbautomatischen Verriegelungs-Reißverschlüssen für ideale Passform und verbesserten Komfort.</li><li>Erweitertes Rückseitenprofil, sowie kombinierte D-Ring und Velcro® Taillen-Anpassungen.</li><li>Flachprofil-Kragen mit abgerundeten Kanten für Komfortfunktionen, gepolstert es 3D-Mesh für hervorragende Atmungsaktivität.</li><li>Integrierte, wasserdichte Tasche für Portemonnaie.</li><li>TPU-verstärkte Reißverschluss-Ziehlaschen</li></ul>;;Alpinestars Jacke T-JAWS WP - Schwarz/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
