id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
60058;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;29X41X11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60059;;Gabelsimmerset;;;;;;;;;;;;;;;;;;;;;;;;;;;Nehme 250064;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60060;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;41X53X8/10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60061;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;39X51X8/10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60062;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;38X52X11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60063;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;32X44X10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60064;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;35X48X8/10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60065;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;38X50X11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60066;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;40X52X8/10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60067;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;41X53X8/9,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60068;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;38X47,8X3/9,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60069;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;35X47X7,5/10;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60070;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;45X57X11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60071;;Gabelsimmerset + Staubkappenset;;;;;;;;;;;;;;;;;;;;;;;;;;;39X51X8/9,5 + 39X51,3X4,5/11.5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60072;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;39X51X10,5/12;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60073;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;33X45X8/10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60074;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;43X55X9,5/10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60075;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;33X46X11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
