ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock; 
85067;;REV'IT Jacke Gibson - Braun;;;;;;;;;;FJL084-0700;;;;;;;;;;;;;;;;;Die Gibson gibt Ihrer Fahrt eine gewisse Robustheit – zumindest was Ihre Bekleidung angeht;Die Gibson gibt Ihrer Fahrt eine gewisse Robustheit – zumindest was Ihre Bekleidung angeht. Dafür sorgen die vier Fronttaschen mit den soliden, nicht abgedeckten Reißverschlüssen. Das Pull-up Rindleder erhält im Lauf der Zeit einen markanten Used Look, mit zunehmenden Gebrauch wird brüchig und altert auf hübsche Weise. Dank unserer extrem dünnen SEESMART™ CE-Level 1 haben es unsere Designer geschafft, der Gibson eine klare Linie zu verleihen. Natürlich ist sie bereit zur Aufnahme eines SEESOFT™ CE-Level 2 Rückenprotektors und zur Verbindung mit einer REV’IT! Jeans, darum kümmern sich der kurze Verbindungsreißverschluss und der Safeway Gürtel. Und damit sie Ihre Lieblingsjacke für fast jede Gelegenheit wird, haben wir ihr noch ein herausnehmbares Thermofutter mitgegeben. Damit sind Sie selbst bei sinkenden Temperaturen stilvoll mit Ihrer Maschine unterwegs. Grö?en M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Pull up-Rindleder<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85068;;REV'IT Jacke Fargo - Braun;;;;;;;;;;FJL085-0700;;;;;;;;;;;;;;;;;Der Einsatz von starkem und schickem Denim hat die Motorradwelt in den letzten Jahren sehr verblüfft;"Der Einsatz von starkem und schickem Denim hat die Motorradwelt in den letzten Jahren sehr verblüfft. Jetzt gehen wir einen Schritt weiter und kombinieren Cordura® Denim mit hoch abriebfestes Ziegenleder und perforiertem Rindnappaleder an den strategisch richtigen Stellen. Das Resultat heißt Fargo, eine ausgesprochen stabile Jacke, die einen ganz neuen Stil mit sich bringt. Wegen der ausnehmend flachen SEESMART™ CE-Level 1 Protektoren sieht Fargo wie eine lässig-modische Jacke, die Ihre Lieblingsjacke für die nächste Jahre werden wird. Das gelochte Rindnappa an versorgt Sie an heißen Tagen mit einer kühlenden Brise. Logisch, dass Fargo an Ihre REV’IT! Jeans passt, dafür sorgen der kurze Reißverschluss und der Safeway Gürtel. Ihre persönlichen Utensilien verstauen Sie in diversen Taschen, auf Wunsch fügen Sie einen SEESOFT™ CE-Level 2 Rückenprotektor ein. Grö?en M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>ziegenleder;11oz Cordura® Denim;perforiertes Rindnappa<br><strong>Isolier";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85069;;REV'IT Jacke Albright - Schwarz;;;;;;;;;;FJL086-0010;;;;;;;;;;;;;;;;;Werfen Sie einen genauen Blick auf die Albright und Sie erkennen, warum diese Jacke das Zeug zu Ihrer nächsten Lieblingsjacke hat, ob Sie mit dem Motorrad oder zu Fuß unterwegs sind;Werfen Sie einen genauen Blick auf die Albright und Sie erkennen, warum diese Jacke das Zeug zu Ihrer nächsten Lieblingsjacke hat, ob Sie mit dem Motorrad oder zu Fuß unterwegs sind. Außen besteht sie aus ausgewachsenem Büffelleder, das allein schon Aufmerksamkeit erregt. Die besondere Behandlung des Materials verleiht der Jacke ihre eigene Persönlichkeit. Im Fall der Albright ist das Leder hell gehalten und versehen mit einer dunklen Oberflächenbehandlung für einen Vintage Look schon ab Laden. Im Lauf der Zeit wird die Albright immer geschmeidiger, dennoch bleibt ein extrem hohes Niveau an Abriebfestigkeit erhalten. An Schultern und Ellbogen haben wir unsere unglaublich flachen SEESMART™ CE-Protektoren hinzugefügt, selbstverständlich können Sie einen SEESOFT™ CE-Level 2 Rückenprotektor nachrüsten. Der kurze Reißverschluss erlaubt Ihnen die Verbindung an eine REV’IT! Jeans durch den Safeway Gürtel. Mit dem herausnehmbaren Thermofutter fahren Sie die Albright von Frühjahr bis Herbst. Grö?en M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>robustes ausgewachsenes Büffelleder<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><l;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85070;;REV'IT Jacke Vaughn - Schwarz;;;;;;;;;;FJL087-0010;;;;;;;;;;;;;;;;;Sie suchen eine Jacke mit klassischem, diagonal verlaufenden Frontreißverschluss? Nun, hier ist Vaughn;Sie suchen eine Jacke mit klassischem, diagonal verlaufenden Frontreißverschluss? Nun, hier ist Vaughn. Ihre Abstammung aus der Café Racer Szene demonstrieren geschmeidige Polster auf Schulter und Ellbogen, ebenso die mit Reißverschlüssen versehenen Fronttaschen. Sowohl die braune wie die schwarze Version bestehen aus einem ganz eigenen Büffelleder, das erst gefärbt, dann gewachst und schließlich wärmebehandelt wird. Sie werden die Geschmeidigkeit des Leders schon beim ersten Anziehen feststellen. Ungeachtet seiner Weichheit eignet sich dieser Ledertyp durch seine Abriebfestigkeit bestens fürs Motorradfahren. Dazu passen unsere diskreten SEESMART™ Protektoren an Schulter und Ellbogen, hinten ist Platz für einen SEESOFT™ CE-Level 2 Rückenprotektor. Die ultraflachen SEESMART™ Protektoren ermöglichen einen körpernahen Schnitt ohne die Sicherheit zu opfern. Das ist  genau das, was Sie brauchen, wenn Sie auf dem Motorrad cool und lässig daherkommen und sich dabei geschützt fühlen wollen. Grö?en M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>zweifarbiges Büffelleder<br><stro;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85071;;REV'IT Jacke Vaughn - Dunkelbraun;;;;;;;;;;FJL087-0780;;;;;;;;;;;;;;;;;Sie suchen eine Jacke mit klassischem, diagonal verlaufenden Frontreißverschluss? Nun, hier ist Vaughn;Sie suchen eine Jacke mit klassischem, diagonal verlaufenden Frontreißverschluss? Nun, hier ist Vaughn. Ihre Abstammung aus der Café Racer Szene demonstrieren geschmeidige Polster auf Schulter und Ellbogen, ebenso die mit Reißverschlüssen versehenen Fronttaschen. Sowohl die braune wie die schwarze Version bestehen aus einem ganz eigenen Büffelleder, das erst gefärbt, dann gewachst und schließlich wärmebehandelt wird. Sie werden die Geschmeidigkeit des Leders schon beim ersten Anziehen feststellen. Ungeachtet seiner Weichheit eignet sich dieser Ledertyp durch seine Abriebfestigkeit bestens fürs Motorradfahren. Dazu passen unsere diskreten SEESMART™ Protektoren an Schulter und Ellbogen, hinten ist Platz für einen SEESOFT™ CE-Level 2 Rückenprotektor. Die ultraflachen SEESMART™ Protektoren ermöglichen einen körpernahen Schnitt ohne die Sicherheit zu opfern. Das ist  genau das, was Sie brauchen, wenn Sie auf dem Motorrad cool und lässig daherkommen und sich dabei geschützt fühlen wollen. Grö?en M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>zweifarbiges Büffelleder<br><stro;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85072;;REV'IT Jacke Roswell - Schwarz;;;;;;;;;;FJL088-0010;;;;;;;;;;;;;;;;;Mit der Roswell erhalten Sie eine schnörkellose Lederjacke, die in dem Schnitt normalerweise Filmstars vorbehalten ist;Mit der Roswell erhalten Sie eine schnörkellose Lederjacke, die in dem Schnitt normalerweise Filmstars vorbehalten ist. Wir verwenden für sie allerfeinstes Semi-Anilin-Rindleder, geben ihm eine Form wie maßgeschneidert und schaffen so eine Lederjacke, als käme sie gerade vom Laufsteg. Doch lassen Sie sich davon nicht täuschen, das äußerst abriebfeste Leder und extrem dünnen CE-Protektoren qualifizieren sie fraglos fürs Motorradfahren. Die komplette Jacke verfügt über erstklassige Komponenten wie stabile, reibungslos laufende Reißverschlüsse und Sicherheitsnähte, die Sturzen widerstehen. Das spezielle Rindleder der Roswell wurde pflanzlich gegerbt, das gibt der Oberfläche einen natürlichen Used Look. Das Basisleder bleibt hell und erhält eine dunkle Oberfläche, das bringt den Vintage Look mit sich. Die Kuhhaut wird gewaschen und trommelgefärbt, um schon im Neuzustand diese Anmutung des Gebrauchten zu erzielen, als käme die Roswell direkt aus den 1970ern. Trotzdem ist das Leder extrem robust und langlebig, an der Roswell werden Sie lange Freude haben. Mit dieser ultimativen Mischung aus Mode und Performance sind Sie mit und ohne Motorrad stilvoll und sicher gekleidet. Grö?en M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Semi-Anilin-Rindleder<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85073;;REV'IT Jacke Roswell - Dunkelbraun;;;;;;;;;;FJL088-0780;;;;;;;;;;;;;;;;;Mit der Roswell erhalten Sie eine schnörkellose Lederjacke, die in dem Schnitt normalerweise Filmstars vorbehalten ist;Mit der Roswell erhalten Sie eine schnörkellose Lederjacke, die in dem Schnitt normalerweise Filmstars vorbehalten ist. Wir verwenden für sie allerfeinstes Semi-Anilin-Rindleder, geben ihm eine Form wie maßgeschneidert und schaffen so eine Lederjacke, als käme sie gerade vom Laufsteg. Doch lassen Sie sich davon nicht täuschen, das äußerst abriebfeste Leder und extrem dünnen CE-Protektoren qualifizieren sie fraglos fürs Motorradfahren. Die komplette Jacke verfügt über erstklassige Komponenten wie stabile, reibungslos laufende Reißverschlüsse und Sicherheitsnähte, die Sturzen widerstehen. Das spezielle Rindleder der Roswell wurde pflanzlich gegerbt, das gibt der Oberfläche einen natürlichen Used Look. Das Basisleder bleibt hell und erhält eine dunkle Oberfläche, das bringt den Vintage Look mit sich. Die Kuhhaut wird gewaschen und trommelgefärbt, um schon im Neuzustand diese Anmutung des Gebrauchten zu erzielen, als käme die Roswell direkt aus den 1970ern. Trotzdem ist das Leder extrem robust und langlebig, an der Roswell werden Sie lange Freude haben. Mit dieser ultimativen Mischung aus Mode und Performance sind Sie mit und ohne Motorrad stilvoll und sicher gekleidet. Grö?en M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>Semi-Anilin-Rindleder<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85074;;REV'IT Jacke Lane - Schwarz;;;;;;;;;;FJL089-0010;;;;;;;;;;;;;;;;;Wir wissen, dass Sie die Lane mit ihrem Broken-in-Look für immer behalten wollen;Wir wissen, dass Sie die Lane mit ihrem Broken-in-Look für immer behalten wollen. Für sie verwenden wir ein pflanzlich gegerbtes Büffelleder, dessen Basis etwas heller ist als seine oberste Schicht. Durch einen besonderen Wasch- und Färbeprozess sieht das Leder schon von der Stange so, als hätte es bereits einige Jahre auf dem Buckel. Also genau so, wonach Sie bei Jacke im Vintage Look suchen. Doch so weich, wie sich das Leder auch anfühlt, in Sachen Abriebfestigkeit ist es unbedingt motorradfähig. Mit dem Einsatz der superdünnen SEESMART™ CE-Level 1 Protektoren in den gesteppten Lederbereichen an Schulter und Ellbogen ist auch der Aufprallschutz erfüllt, ein SEESOFT™ CE-Level 2 Rückenprotektor lässt sich nachrüsten. Durch das herausnehmbare Thermofutter können Sie sie selbst an kühlen Tagen tragen und dank Jeansschlaufe, kurzem Reißverschluss und Safeway Gürtel mit unseren Jeans verbinden. Eine Passform wie maßgeschneidert ist das Ergebnis der Zusammenarbeit mit den besten Köpfen aus der Modeindustrie. So entstand eine Motorradjacke von der man denken könnte, es handele sich um eine ganz normale Jacke. Ob traditionell schwarz, burgunderrot oder dollargrün – die Lane wird Ihr Favorit werden, mit oder ohne Ihre Maschine. Größen M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>pflanzlich gegerbtes Büffelleder<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</str;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85075;;REV'IT Jacke Lane - Burgunder Rot;;;;;;;;;;FJL089-0240;;;;;;;;;;;;;;;;;Wir wissen, dass Sie die Lane mit ihrem Broken-in-Look für immer behalten wollen;Wir wissen, dass Sie die Lane mit ihrem Broken-in-Look für immer behalten wollen. Für sie verwenden wir ein pflanzlich gegerbtes Büffelleder, dessen Basis etwas heller ist als seine oberste Schicht. Durch einen besonderen Wasch- und Färbeprozess sieht das Leder schon von der Stange so, als hätte es bereits einige Jahre auf dem Buckel. Also genau so, wonach Sie bei Jacke im Vintage Look suchen. Doch so weich, wie sich das Leder auch anfühlt, in Sachen Abriebfestigkeit ist es unbedingt motorradfähig. Mit dem Einsatz der superdünnen SEESMART™ CE-Level 1 Protektoren in den gesteppten Lederbereichen an Schulter und Ellbogen ist auch der Aufprallschutz erfüllt, ein SEESOFT™ CE-Level 2 Rückenprotektor lässt sich nachrüsten. Durch das herausnehmbare Thermofutter können Sie sie selbst an kühlen Tagen tragen und dank Jeansschlaufe, kurzem Reißverschluss und Safeway Gürtel mit unseren Jeans verbinden. Eine Passform wie maßgeschneidert ist das Ergebnis der Zusammenarbeit mit den besten Köpfen aus der Modeindustrie. So entstand eine Motorradjacke von der man denken könnte, es handele sich um eine ganz normale Jacke. Ob traditionell schwarz, burgunderrot oder dollargrün – die Lane wird Ihr Favorit werden, mit oder ohne Ihre Maschine. Größen M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>pflanzlich gegerbtes Büffelleder<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</str;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85076;;REV'IT Jacke Lane - Grün;;;;;;;;;;FJL089-0800;;;;;;;;;;;;;;;;;Wir wissen, dass Sie die Lane mit ihrem Broken-in-Look für immer behalten wollen;Wir wissen, dass Sie die Lane mit ihrem Broken-in-Look für immer behalten wollen. Für sie verwenden wir ein pflanzlich gegerbtes Büffelleder, dessen Basis etwas heller ist als seine oberste Schicht. Durch einen besonderen Wasch- und Färbeprozess sieht das Leder schon von der Stange so, als hätte es bereits einige Jahre auf dem Buckel. Also genau so, wonach Sie bei Jacke im Vintage Look suchen. Doch so weich, wie sich das Leder auch anfühlt, in Sachen Abriebfestigkeit ist es unbedingt motorradfähig. Mit dem Einsatz der superdünnen SEESMART™ CE-Level 1 Protektoren in den gesteppten Lederbereichen an Schulter und Ellbogen ist auch der Aufprallschutz erfüllt, ein SEESOFT™ CE-Level 2 Rückenprotektor lässt sich nachrüsten. Durch das herausnehmbare Thermofutter können Sie sie selbst an kühlen Tagen tragen und dank Jeansschlaufe, kurzem Reißverschluss und Safeway Gürtel mit unseren Jeans verbinden. Eine Passform wie maßgeschneidert ist das Ergebnis der Zusammenarbeit mit den besten Köpfen aus der Modeindustrie. So entstand eine Motorradjacke von der man denken könnte, es handele sich um eine ganz normale Jacke. Ob traditionell schwarz, burgunderrot oder dollargrün – die Lane wird Ihr Favorit werden, mit oder ohne Ihre Maschine. Größen M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>pflanzlich gegerbtes Büffelleder<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</str;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85077;;REV'IT Jacke Naples - Schwarz;;;;;;;;;;FJL090-0010;;;;;;;;;;;;;;;;;Um der Naples ihr einzigartiges Aussehen und Griffgefühl zu geben, benutzen wir nur sorgfältig ausgewähltes und optimal trommelgefärbtes Semi-Anilin-Rindleder;Um der Naples ihr einzigartiges Aussehen und Griffgefühl zu geben, benutzen wir nur sorgfältig ausgewähltes und optimal trommelgefärbtes Semi-Anilin-Rindleder. Durch den Auftrag von verschiedenen Wachsen und der anschließenden Wärmebehandlung erhält die Oberfläche ihr superweiches Griffgefühl und elegantes Aussehen. Dieses in perfekter Handwerkskunst entstandene Leder besitzt einen traditionellen Hintergrund. Wegen der Ausgewogenheit von Materialien und Design, beispielsweise durch die asymmetrisch schräg verlaufenden Fronttaschen, wirkt die Jacke modern und zeitlos auf einmal. Korpus und Ärmel wirken wie maßgeschneidert und im Gegensatz zu dicken konventionellen Protektoren beeinträchtigen unsere extrem dünnen SEESMART™ CE-Level 1 Protektoren die Erscheinung der Jacke nicht im Geringsten. Deshalb trägt sie sich auch wie eine übliche Jacke und schützt Sie gleichzeitig so, wie Sie es von einer Motorradjacke erwarten. Dank des herausnehmbaren Thermofutters können Sie den Tragekomfort und die Sicherheit der Naples sogar in kühlen Morgenstunden genießen. Größen M46-58<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>trommelgefärbtes Semi-Anilin-Rindleder<br><strong>Isolierung:</strong><ul><;;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85078;;REV'IT Jacke Jupiter 2 - Schwarz;;;;;;;;;;FJT219-1010;;;;;;;;;;;;;;;;;Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion;"Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion. VCS Reißverschlüsse unter den Armen und am Rücken kühlen Sie bei steigenden Temperaturen ab, das herausnehmbare Thermofutter passt zu kühlen Wetterbedingungen. Mit dem kurzen Reißverschluss verbinden Sie Jupiter 2 mit praktisch jeder REV’IT! Hose und mit dem Safeway Gürtel auch mit einer Jeans. CE-genormte Protektoren sind serienmäßig an Schulter und Ellbogen vorhanden, am Rücken ist Platz für einen optionalen SEESOFT™ CE-Level 2 Rückenprotektor. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib;polyester 450D EN471<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasser";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85079;;REV'IT Jacke Jupiter 2 - Schwarz-Rot;;;;;;;;;;FJT219-1200;;;;;;;;;;;;;;;;;Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion;"Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion. VCS Reißverschlüsse unter den Armen und am Rücken kühlen Sie bei steigenden Temperaturen ab, das herausnehmbare Thermofutter passt zu kühlen Wetterbedingungen. Mit dem kurzen Reißverschluss verbinden Sie Jupiter 2 mit praktisch jeder REV’IT! Hose und mit dem Safeway Gürtel auch mit einer Jeans. CE-genormte Protektoren sind serienmäßig an Schulter und Ellbogen vorhanden, am Rücken ist Platz für einen optionalen SEESOFT™ CE-Level 2 Rückenprotektor. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib;polyester 450D EN471<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasser";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85080;;REV'IT Jacke Jupiter 2 - Schwarz-Neon Gelb;;;;;;;;;;FJT219-1450;;;;;;;;;;;;;;;;;Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion;"Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion. VCS Reißverschlüsse unter den Armen und am Rücken kühlen Sie bei steigenden Temperaturen ab, das herausnehmbare Thermofutter passt zu kühlen Wetterbedingungen. Mit dem kurzen Reißverschluss verbinden Sie Jupiter 2 mit praktisch jeder REV’IT! Hose und mit dem Safeway Gürtel auch mit einer Jeans. CE-genormte Protektoren sind serienmäßig an Schulter und Ellbogen vorhanden, am Rücken ist Platz für einen optionalen SEESOFT™ CE-Level 2 Rückenprotektor. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib;polyester 450D EN471<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasser";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85081;;REV'IT Jacke Jupiter 2 - Schwarz-Weiß;;;;;;;;;;FJT219-1600;;;;;;;;;;;;;;;;;Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion;"Die Jupiter 2 offeriert Ihnen die aggressive Linienführung unserer Racing-Collection, eingepackt in eine wasserdichte Textilkonstruktion. VCS Reißverschlüsse unter den Armen und am Rücken kühlen Sie bei steigenden Temperaturen ab, das herausnehmbare Thermofutter passt zu kühlen Wetterbedingungen. Mit dem kurzen Reißverschluss verbinden Sie Jupiter 2 mit praktisch jeder REV’IT! Hose und mit dem Safeway Gürtel auch mit einer Jeans. CE-genormte Protektoren sind serienmäßig an Schulter und Ellbogen vorhanden, am Rücken ist Platz für einen optionalen SEESOFT™ CE-Level 2 Rückenprotektor. Grö?en S-XZL<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib;polyester 450D EN471<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasser";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85082;;REV'IT Jacke Jupiter 2 Damen - Schwarz;;;;;;;;;;FJT220-1010;;;;;;;;;;;;;;;;;Die Jupiter 2 Ladies bringt einen sportiven Look und Funktionalität für jeden Tag mit, einhergehend mit einer eigens für Frauen entworfenen, femininen Passform;"Die Jupiter 2 Ladies bringt einen sportiven Look und Funktionalität für jeden Tag mit, einhergehend mit einer eigens für Frauen entworfenen, femininen Passform. Dazu gehören frauenspezifische CE-Protektoren an Schulter und Ellbogen, ein optionaler SEESOFT™ CE-Level 2 Rückenprotektor findet Platz in einer für ihn vorgesehenen Tasche. Unsere bewährte hydratex® Membran sorgt für Wasserdichtheit und Atmungsaktivität. Und damit Sie die Jupiter 2 Ladies Jacke wirklich jeden Tag genießen können, haben wir sie mit VCS Reißverschlüssen an Unterarmen und Rücken sowie einem herausnehmbaren Thermofutter versehen. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsa";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
85083;;REV'IT Jacke Jupiter 2 Damen - Schwarz-Weiß;;;;;;;;;;FJT220-1600;;;;;;;;;;;;;;;;;Die Jupiter 2 Ladies bringt einen sportiven Look und Funktionalität für jeden Tag mit, einhergehend mit einer eigens für Frauen entworfenen, femininen Passform;"Die Jupiter 2 Ladies bringt einen sportiven Look und Funktionalität für jeden Tag mit, einhergehend mit einer eigens für Frauen entworfenen, femininen Passform. Dazu gehören frauenspezifische CE-Protektoren an Schulter und Ellbogen, ein optionaler SEESOFT™ CE-Level 2 Rückenprotektor findet Platz in einer für ihn vorgesehenen Tasche. Unsere bewährte hydratex® Membran sorgt für Wasserdichtheit und Atmungsaktivität. Und damit Sie die Jupiter 2 Ladies Jacke wirklich jeden Tag genießen können, haben wir sie mit VCS Reißverschlüssen an Unterarmen und Rücken sowie einem herausnehmbaren Thermofutter versehen. Grö?en 34-46<br><p><strong>SCHUTZ MERKMALE:</strong></p><br><br><strong>Oberstoff:</strong><ul><li>hochdichtes Polyester 600D;Polyester rib<br><strong>Isolierung:</strong><ul><li><br><strong>Futter:</strong><ul><li>herausnehmbares Thermofutter</li></ul><br><strong>Wasserdichtigkeit & Atmungsa";;;;;;Produkt auf Bestellung / 15-30 Tage;Verfügbarkeit: Lieferzeit auf Anfrage;;;;;;;;;;;;;;;;;
