ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10262;;Mini EGO Handprotektoren-Kit;288;105.00;;;;;;;;D9397-EGO00400BK;D9397-EGO00400BK;SW-MOTECH;SW-MOTECH;722301241226;;;;;;1,1000;1;;;;;Schwarz. Inklusive Anbaukit für 22 mm Lenker.;;"<span style=font-size:18px""><b>Mini EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><b>Erhältlich in folgenden Farben:</b><br>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_bk_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_bk_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10263;;Mini EGO Handprotektoren-Kit;288;105.00;;;;;;;;D9397-EGO00400BU;D9397-EGO00400BU;SW-MOTECH;SW-MOTECH;722301241233;;;;;;0,2000;1;;;;;Blau. Inklusive Anbaukit für 22 mm Lenker.;;"<span style=font-size:18px""><b>Mini EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_bu_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_bu_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10264;;Mini EGO Handprotektoren-Kit;288;105.00;;;;;;;;D9397-EGO00400GR;D9397-EGO00400GR;SW-MOTECH;SW-MOTECH;722301241240;;;;;;1,1000;1;;;;;Grün. Inklusive Anbaukit für 22 mm Lenker.;;"<span style=font-size:18px""><b>Mini EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_gr_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_gr_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10265;;Mini EGO Handprotektoren-Kit;288;105.00;;;;;;;;D9397-EGO00400OR;D9397-EGO00400OR;SW-MOTECH;SW-MOTECH;722301241257;;;;;;0,0000;1;;;;;Orange. Inklusive Anbaukit für 22 mm Lenker.;;"<span style=font-size:18px""><b>Mini EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_or_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_or_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10266;;Mini EGO Handprotektoren-Kit;288;105.00;;;;;;;;D9397-EGO00400RD;D9397-EGO00400RD;SW-MOTECH;SW-MOTECH;722301241264;;;;;;0,0000;1;;;;;Rot. Inklusive Anbaukit für 22 mm Lenker.;;"<span style=font-size:18px""><b>Mini EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_rd_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_rd_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10267;;Mini EGO Handprotektoren-Kit;288;105.00;;;;;;;;D9397-EGO00400WH;D9397-EGO00400WH;SW-MOTECH;SW-MOTECH;722301241271;;;;;;0,2000;1;;;;;Weiß. Inklusive Anbaukit für 22 mm Lenker.;;"<span style=font-size:18px""><b>Mini EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_wh_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_wh_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10268;;Mini EGO Handprotektoren-Kit;288;105.00;;;;;;;;D9397-EGO00400YE;D9397-EGO00400YE;SW-MOTECH;SW-MOTECH;722301241288;;;;;;0,8800;1;;;;;Gelb. Inklusive Anbaukit für 22 mm Lenker.;;"<span style=font-size:18px""><b>Mini EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_ye_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_004_00_ye_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10269;;EGO Handprotektoren-Kit;288;124.00;;;;;;;;D9397-EGO00502BK;D9397-EGO00502BK;SW-MOTECH;SW-MOTECH;722301241295;;;;;;1,1600;1;;;;;Schwarz. Inkl. Anbaumaterial für konische Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für konische Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i><br><br><u>Hinweis:</u><br>Passt nicht an gerade 28,5 mm Lenker (wie Renthal Twin Wall oder Barkbusters VSBar).""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_005_02_bk_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ego_005_02_bk_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10270;;EGO Handprotektoren-Kit;288;124.00;;;;;;;;D9397-EGO00502BU;D9397-EGO00502BU;SW-MOTECH;SW-MOTECH;722301241301;;;;;;0,0000;1;;;;;Blau. Inkl. Anbaumaterial für konische Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für konische Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i><br><br><u>Hinweis:</u><br>Passt nicht an gerade 28,5 mm Lenker (wie Renthal Twin Wall oder Barkbusters VSBar).""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10271;;EGO Handprotektoren-Kit;288;124.00;;;;;;;;D9397-EGO00502GR;D9397-EGO00502GR;SW-MOTECH;SW-MOTECH;722301241318;;;;;;0,0000;1;;;;;Grün. Inkl. Anbaumaterial für konische Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für konische Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i><br><br><u>Hinweis:</u><br>Passt nicht an gerade 28,5 mm Lenker (wie Renthal Twin Wall oder Barkbusters VSBar).""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10272;;EGO Handprotektoren-Kit;288;124.00;;;;;;;;D9397-EGO00502OR;D9397-EGO00502OR;SW-MOTECH;SW-MOTECH;722301241325;;;;;;0,0000;1;;;;;Orange. Inkl. Anbaumaterial für konische Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für konische Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i><br><br><u>Hinweis:</u><br>Passt nicht an gerade 28,5 mm Lenker (wie Renthal Twin Wall oder Barkbusters VSBar).""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10273;;EGO Handprotektoren-Kit;288;124.00;;;;;;;;D9397-EGO00502RD;D9397-EGO00502RD;SW-MOTECH;SW-MOTECH;722301241332;;;;;;0,0000;1;;;;;Rot. Inkl. Anbaumaterial für konische Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für konische Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i><br><br><u>Hinweis:</u><br>Passt nicht an gerade 28,5 mm Lenker (wie Renthal Twin Wall oder Barkbusters VSBar).""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10274;;EGO Handprotektoren-Kit;288;124.00;;;;;;;;D9397-EGO00502WH;D9397-EGO00502WH;SW-MOTECH;SW-MOTECH;722301241349;;;;;;0,0000;1;;;;;Weiß. Inkl. Anbaumaterial für konische Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für konische Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i><br><br><u>Hinweis:</u><br>Passt nicht an gerade 28,5 mm Lenker (wie Renthal Twin Wall oder Barkbusters VSBar).""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10275;;EGO Handprotektoren-Kit;288;124.00;;;;;;;;D9397-EGO00502YE;D9397-EGO00502YE;SW-MOTECH;SW-MOTECH;722301241356;;;;;;0,0000;1;;;;;Gelb. Inkl. Anbaumaterial für konische Lenker.;;"<span style=font-size:18px""><b>EGO Handprotektoren-Kit</b></span><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für konische Lenker</li></ul><u>Erhältlich in folgenden Farben:</u><br><i><b>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</b></i><br><br><u>Hinweis:</u><br>Passt nicht an gerade 28,5 mm Lenker (wie Renthal Twin Wall oder Barkbusters VSBar).""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10276;;KFZ-Steckdose mit Kabelbaum;288;31.00;;;;;;;;D9376-100-00;D9376-100-00;SW-MOTECH;SW-MOTECH;4052572021804;;;;;;0,1960;1;;;;;Kabellänge 160 cm. inkl. Sicherung 15A. 12 V;;<p>Hochwertige Bordnetzsteckdose für den Betrieb externer elektronischer Geräte am Motorrad. Die KFZ-Steckdose und der komplett isolierte Kabelbaum werden durch Gummidichtungen vor Spritzwasser am Fahrzeug geschützt. Kabellänge 160 cm, für 12 V Betriebsspannung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>Hochwertige KFZ-Steckdose</li> <li>Spritzwassergeschützt</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Bordnetzsteckdose (12 V)</li> <li>Kabelbaum</li> <li>Sicherung (15 A)</li> <li>Montagematerial</li> <li>Anbauanleitung</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10100_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10100_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10100_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10277;;Zigarettenanzünder-Steckdose mit Kabelbaum;288;31.00;;;;;;;;D9376-101-00;D9376-101-00;SW-MOTECH;SW-MOTECH;4052572021811;;;;;;0,2790;1;;;;;Mit Spritzwasser-Schutzkappe. Kabel 160 cm. 12 V;;<p>Zigarettenanzünder-Dose für den Betrieb externer elektronischer Geräte am Motorrad. Der hochwertige Zigarettenanzünder und der komplett isolierte Kabelbaum sind durch Gummidichtungen vor Spritzwasser geschützt, Kabellänge 160 cm, für 12 V KFZ-Betriebsspannung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>Zigarettenanzünder-Dose zur Selbstmontage</li> <li>Komplett isolierter und abgedichteter Kabelbaum</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li> Zigarettenanzünder-Dose (12 V)</li> <li>Kabelbaum</li> <li>Sicherung (15 A)</li> <li>Anbauanleitung</li><li>Hinweis: Montageblech separat erhältlich</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10200_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10200_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10200_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10278;;KFZ-Ladekabel Mini-USB;288;41.00;;;;;;;;D9376-102-00;D9376-102-00;SW-MOTECH;SW-MOTECH;4052572024034;;;;;;0,1000;1;;;;;mit Universalstecker. Kabel 180 cm. 2.000 mA. 12V;;"<p>Mini-USB-Ladekabel zum Betrieb und Laden gängiger Navigationsgeräte, Digitalkameras, Smartphones und Tablets sowie anderer elektronischer Geräte. Mit Universal-Sicherheitsstecker zur Verwendung an KFZ-Bordnetzsteckdose oder Zigarettenanzünder, Kabellänge 180 cm, für 12 V Betriebsspannung, Leistungsabgabe von bis zu 2.000 mA.</p>	 <b>Besonderheiten:</b> <!--BB--> <ul><li>Mit Universal-Sicherheitsstecker</li> <li>Leistungsabgabe bis 2.000 mA</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Mini-USB-Ladekabel mit Universalstecker und 1,80 m Kabel</li></ul> <!--EL-->";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10301_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10301_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10301_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10301_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10279;;SAE-Adapter für KFZ-Steckdose;288;12.00;;;;;;;;D9376-103-00;D9376-103-00;SW-MOTECH;SW-MOTECH;4052572021835;;;;;;0,0980;1;;;;;Kabellänge 55 cm. 12 V;;"<p>SAE-Adapter mit Kabel zur Verbindung von KFZ-Bordnetzsteckdose zu SAE-Anschlüssen, Kabellänge 55 cm, für 12 V Betriebsspannung. Die standardisierte Stromversorgung über SAE eignet sich für verschiedenes Motorrad-Zubehör, vom Anschluss beheizbarer Kleidung bis hin zum Verlegen von Verteilerdosen im Tankrucksack.</p>	 <b>Besonderheiten:</b> <!--BB--> <ul><li>Kabellänge 55 cm</li> <li>Für 12 V KFZ-Betriebsspannung</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Adapterkabel KFZ-Steckdose auf SAE</li></ul> <!--EL-->";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10400_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10400_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10280;;SAE-Adapter für Zigarettenanzünder;288;12.00;;;;;;;;D9376-104-00;D9376-104-00;SW-MOTECH;SW-MOTECH;4052572021842;;;;;;0,0780;1;;;;;Kabellänge 55 cm. 12 V;;"<p>SAE-Adapter mit Kabel zur Verbindung von Zigarettenanzünder-Steckdose zu SAE-Anschluss, Kabellänge 55 cm, für 12 Volt KFZ-Betriebsspannung. Unter anderem für die Stromversorgung von beheizbarer Kleidung oder Verteilerdosen im Tankrucksack am Motorrad geeignet.</p>	 <b>Besonderheiten:</b> <!--BB--> <ul><li>Kabellänge 55 cm</li> <li> Für 12 Volt KFZ-Betriebsspannung </li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Adapterkabel Zigarettenanzünder-Steckdose auf SAE </li></ul> <!--EL-->";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10500_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10500_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10281;;Tankrucksack-Kabeldurchlass;288;12.00;;;;;;;;D9376-106-00;D9376-106-00;SW-MOTECH;SW-MOTECH;4052572021866;;;;;;0,0720;1;;;;;Verschraubt. Spritzwassergeschützt.;;<p>Gummi-isolierter Kabeldurchlass zur Durchführung einer externen Stromquelle ins Innere des Motorrad-Tankrucksacks. Ermöglicht die Stromversorgung etwa von Digitalkamera, Smartphone oder Tablet sowie anderen elektrischen Verbrauchern im Tankrucksack über zusätzlich erhältliche KFZ-Ladekabel während der Fahrt.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>Gummi-isolierter Kabeldurchlass</li> <li>Für gängige Tankrucksäcke</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Tankrucksack-Kabeldurchlass</li> <li>Anbauanleitung</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10700_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10700_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10282;;Zigarettenanzünder-Steckdose für SAE;288;12.00;;;;;;;;D9376-107-00;D9376-107-00;SW-MOTECH;SW-MOTECH;4052572021583;;;;;;0,1130;1;;;;;mit Spritzwasser-Schutzkappe. Kabel 10 cm. 12 V;;<p>Adapter zum Anbringen einer Zigarettenanzünder-Dose an SAE-Anschluss, Kabellänge ca. 10 cm, für 12 V KFZ-Betriebsspannung. Auch für die Stromversorgung in QUICK-LOCK EVO Elektrik-Tankrucksäcken geeignet.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>Einfacher Anschluss per SAE-Steckverbindung</li> <li>Spritzwasser-Schutzkappe</li> <li>Auch zur Verwendung in QUICK-LOCK EVO Elektrik Tankrucksäcken</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Adapterkabel</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10800_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10800_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10283;;Zigarettenanzünder- und KFZ-Steckdose für SAE;288;24.00;;;;;;;;D9376-108-00;D9376-108-00;SW-MOTECH;SW-MOTECH;4052572021873;;;;;;0,1000;1;;;;;Y-Verbindung. Kabellänge ca. 2x10 cm. 12 V;;<p>SAE-Verteileranschluss mit Zigarettenanzünder-Steckdose sowie KFZ-Steckdose zur Versorgung von elektrischen Verbrauchern im Motorrad-Cockpit. Auch für die Stromversorgung in QUICK-LOCK EVO Elektrik Tankrucksäcken geeignet, Kabellänge 2 x ca. 10 cm, für 12 V Betriebsspannung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>Y-Verbindung mit Zigarettenanzünder- und KFZ-Steckdose</li> <li>Auch für QUICK-LOCK EVO Elektrik Tankrucksack geeignet</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Adapterkabel</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10900_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_10900_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10284;;Doppel-Zigarettenanzünder-Steckdose für SAE;288;24.00;;;;;;;;D9376-109-00;D9376-109-00;SW-MOTECH;SW-MOTECH;4052572027561;;;;;;0,1580;1;;;;;Y-Verbindung. Kabellänge ca.10 cm. 12 V;;<p>SAE-Verteileranschluss mit zwei Zigarettenanzünder-Steckdosen zur Versorgung von elektrischen Verbrauchern im Motorrad-Cockpit. Auch für die Stromversorgung in QUICK-LOCK EVO Elektrik-Tankrucksäcken geeignet, Kabellänge ca. 10 cm, für 12 V Betriebsspannung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>Zwei Zigarettenanzünder-Steckdosen mit SAE-Anschluss</li> <li>Auch für QUICK-LOCK EVO Elektrik Tankrucksack geeignet </li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Adapterkabel mit Doppelsteckdose</li> </ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11001_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11001_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11001_b_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10285;;SAE-Tankrucksack-Anschluss für Elektrik-Tankring;288;6.00;;;;;;;;D9376-110-00;D9376-110-00;SW-MOTECH;SW-MOTECH;4052572021897;;;;;;0,0520;1;;;;;Kabellänge ca. 10 cm. 12 V;;"<p>SAE-Adapter zur Verbindung von QUICK-LOCK Elektrik-Tankring und SAE-Verbrauchern für die Montage auf dem Motorrad; beispielsweise zum Anschluss von KFZ- oder Zigarettenanzünder-Steckdosen im Tankrucksack. Auch für die Stromversorgung von QUICK-LOCK EVO Elektrik-Tankrucksäcken geeignet, Kabellänge ca. 10 cm, für 12 Volt KFZ-Betriebsspannung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>Zur Verbindung von QUICK-LOCK Elektrik-Tankring und SAE-Verbrauchern</li> <li> Für 12 Volt KFZ-Betriebsspannung </li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Adapterkabel</li> </ul> <!--EL-->";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11100_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10286;;USB-Ladebuchse für Zigarettenanzünder;288;12.00;;;;;;;;D9376-111-00;D9376-111-00;SW-MOTECH;SW-MOTECH;4052572021903;;;;;;0,0480;1;;;;;1.000 mA. 12 V;;<p>USB-Ladebuchse für den Zigarettenanzünder, ausgelegt für Leistungsabgabe von bis zu 1.000 mA, für 12 V Betriebsspannung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>USB-Ladebuchse für Zigarettenanzünder-Steckdosen</li> <li>Leistungsabgabe von bis zu 800 mA</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Adapterstecker</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11200_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11200_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11200_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10287;;Doppel-USB-Ladebuchse mit Kabelbaum;288;35.00;;;;;;;;D9376-119-00;D9376-119-00;SW-MOTECH;SW-MOTECH;4052572021910;;;;;;0,2080;1;;;;;2.000 mA. 12 V;;<p>Ladebuchse zum Betrieb und Laden gängiger Navigationsgeräte, Digitalkameras, Smartphones und Tablets sowie anderer elektronischer Geräte mit USB-Anschluss. Die hochwertige Doppel-USB-Steckdose und der komplett isolierte Kabelbaum sind durch Gummidichtungen vor Spritzwasser geschützt. Leistungsabgabe von bis zu 2.000 mA, für 12 V Betriebsspannung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li>USB-Doppel-Ladebuchse</li> <li>Leistungsabgabe 2.000 mA / 5 V</li> <li>Abgedichteter Kabelbaum</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>Doppel-USB Steckdose</li> <li>Kabelbaum</li> <li>Sicherung (15 A)</li> <li>Anbauanleitung</li></ul> <!--EL--> <b>Wichtiger Hinweis</b> <ul><li>Zur Montage wird ein zusätzliches Befestigungsblech benötigt (Art.-Nr.<b> CPA.00.006.16000/B</b>)</li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11300_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/ema_00_107_11300_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
