ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10124;;QUICK-LOCK EVO Elektrik City;288;251.00;;;;;;;;D9390-353-EVO-EL;D9390-353-EVO-EL;SW-MOTECH;SW-MOTECH;4052572015445;;;;;;1,7500;1;;;;;12V. 1680 Ballistic Nylon. Schwarz. 11 l - 15 l.;;"<b>QUICK-LOCK EVO Elektrik Tankrucksack City</b><br>Das Original vom Erfinder SW-MOTECH / BAGS-CONNECTION<br><br>Dieser Tankrucksack ist ausgestattet mit einem <b>elektrischen Oberring</b> und einem <b>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</b>. Über den im Lieferumfang enthaltenen SAE-Adapter lassen sich viele unterschiedliche Spannungsversorgungsmöglichkeiten anschließen (siehe Zubehör). Dies ermöglicht das Betreiben elektronischer Geräte direkt im Tankrucksack. Durch unsere spezielle Schaltung ist ein Kurzschluss bei abgenommenem Tankrucksack unmöglich.<br><br><ul><li>Tankrucksack für stark abfallende Tanks</li><li>Der Tankrucksack ist sekundenschnell und einfach abnehmbar (QUICK-LOCK Funktion)</li><li>Verwendbar bei montiertem QUICK-LOCK EVO Tankring (auf Tankeinfüllstutzen)</li><li>Optimaler Lenkeinschlag durch schmale Tankrucksackform</li><li>Kleinere Variante des QUICK-LOCK Tankrucksack GS</li><li>Volumen 11 Liter, erweiterbar auf 15 Liter<br>Die Volumen-Erweiterung erfolgt durch Öffnen des Reißverschlusses rundum</li></ul><b>Weitere Details:</b><ul><li>Maße: L 36cm, B 28cm, H 20cm</li><li>Abgetrennte Netzfächer im Innenraum und im Deckel enthalten</li><li>2 Kabeldurchlässe - vorne und hinten (spritzwassergeschützt)</li><li>3 aufgesetzte Außentaschen </li><li>Integrierte Kabeldurchführung durch Außentasche</li><li>Exakt angepasste Aufnahme für GPS Halter ist angebracht</li><li>Gummi-Zipper zum Arretieren der Reißverschlussanhänger angebracht</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff zur Mitnahme ist angebracht</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>QUICK-LOCK EVO Elektrik Oberring (TRE.00.640.10200/B)<li>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</li></li><li>Regenhaube<b> (BC.ZUB.00.023.30000)</b></li><li>Schultergurt <b>(BC.ZUB.00.005.30000)</b></li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li>Kartenfach <br>Artikelnr.<b> BC.TRS.00.150.10000</b></li><li>Motorradtaschen-Kabelschloss<br>Artikelnr.<b> BC.LOC.00.002.10000/B</b> (50cm) /<b> BC.LOC.00.003.10000/B</b> (100cm)</li><li>Tankrucksack-GPS-Halter <br>Artikelnr.<b> BCK.GPS.00.010.100</b></li><li>Tankrucksack Diebstahlsicherung<br>Artikelnr.<b> TRT.00.640.20000/B</b></li><li>Smartphone Drybag<br>Artikelnr.<b> BC.TRS.00.152.10000</b></li><li>Tablet Drybag<br>Artikelnr.<b> BC.TRS.00.151.10000</b></li><li>Wasserdichte Innentasche <br>Artikelnr<b> BCK.WDI.00.041.100</b></li><li>Verschiedene Elektrische-Adapter</li></ul><b><b>Achtung!</b></font></b></b><ul><li>Bitte beachten Sie, dass ein <b><a href=http://shop.sw-motech.com/de/nach+Produkten/Gepaecksysteme/Tankringe/QUICK-LOCK+EVO+Tankring/index.htm"">QUICK-LOCK EVO Tankring</a></b> für die Verwendung dieser Tasche notwendig ist und separat bestellt werden muss.<br><b>Dieser Elektrik-Tankrucksack beinhaltet alles für die Umrüstung des EVO Tankrings auf Elektrik-Betrieb.</b> <li>Das QUICK-LOCK EVO System ist <b>nicht kombinierbar</b> mit dem Standard System. Die Unterschiede dazu finden Sie <b><a href=""http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerationen.pdf"">hier.</a></b></li></li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctre0010420000_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10125;;QUICK-LOCK EVO Elektrik Engage;288;227.00;;;;;;;;D9390-354-EVO-EL;D9390-354-EVO-EL;SW-MOTECH;SW-MOTECH;4052572015452;;;;;;1,5000;1;;;;;12V. 1680 Ballistic Nylon. Schwarz. 7 l.;;"<b>QUICK-LOCK EVO Elektrik Tankrucksack Engage</b><br>Das Original vom Erfinder SW-MOTECH / BAGS-CONNECTION<br><br>Dieser Tankrucksack ist ausgestattet mit einem <b>elektrischen Oberring</b> und einem <b>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</b>. Über den im Lieferumfang enthaltenen SAE-Adapter lassen sich viele unterschiedliche Spannungsversorgungsmöglichkeiten anschließen (siehe Zubehör). Dies ermöglicht das Betreiben elektronischer Geräte direkt im Tankrucksack. Durch unsere spezielle Schaltung ist ein Kurzschluss bei abgenommenem Tankrucksack unmöglich.<br><br><ul><li>Tankrucksack für gewölbte Tanks</li><li>Der Tankrucksack ist sekundenschnell und einfach abnehmbar (QUICK-LOCK Funktion)</li><li>Verwendbar bei montiertem QUICK-LOCK EVO Tankring (auf Tankeinfüllstutzen)</li><li>Volumen 7 Liter</li></ul><b>Weitere Details:</b><ul><li>Maße: L 36cm, B 27cm, H 13cm</li><li>Abgetrenntes Netzfach im Deckel enthalten</li><li>Variable Trennwand für flexible Innenraumtrennung</li><li>2 aufgesetzte Außentaschen</li><li>2 Kabeldurchlässe - vorne und hinten (spritzwassergeschützt)</li><li>Exakt angepasste Aufnahme für GPS Halter ist angebracht</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff zur Mitnahme ist angebracht</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>QUICK-LOCK EVO Elektrik Oberring <b>(TRE.00.640.10200/B)</b><li>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</li><li>Regenhaube <b>(BC.ZUB.00.026.30000)</b></li><li>Schultergurt <b>(BC.ZUB.00.005.30000)</b></li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li>Kartenfach <br>Artikelnr.<b> BC.TRS.00.150.10000</b></li><li>Motorradtaschen-Kabelschloss<br>Artikelnr.<b> BC.LOC.00.002.10000/B</b> (50cm) /<b> BC.LOC.00.003.10000/B</b> (100cm)</li><li>Tankrucksack-GPS-Halter <br>Artikelnr.<b> BCK.GPS.00.010.100</b></li><li>Tankrucksack Diebstahlsicherung<br>Artikelnr.<b> TRT.00.640.20000/B</b></li><li>Smartphone Drybag<br>Artikelnr.<b> BC.TRS.00.152.10000</b></li><li>Tablet Drybag<br>Artikelnr.<b> BC.TRS.00.151.10000</b></li><li>Verschiedene Elektrik-Adapter</li></ul><b><b>Achtung!</b></font></b></b><ul><li>Bitte beachten Sie, dass ein <b><a href=http://shop.sw-motech.com/de/nach+Produkten/Gepaecksysteme/Tankringe/QUICK-LOCK+EVO+Tankring/index.htm"">QUICK-LOCK EVO Tankring</a></b> für die Verwendung dieser Tasche notwendig ist und separat bestellt werden muss.<br><b>Dieser Elektrik-Tankrucksack beinhaltet alles für die Umrüstung des EVO Tankrings auf Elektrik-Betrieb.</b> <li>Das QUICK-LOCK EVO System ist <b>nicht kombinierbar</b> mit dem Standard System. Die Unterschiede dazu finden Sie <u><a href=""http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerationen.pdf"">hier.</a></u></li></li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctre0010720000_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10126;;QUICK-LOCK EVO Elektrik Daypack;288;193.00;;;;;;;;D9390-355-EVO-EL;D9390-355-EVO-EL;SW-MOTECH;SW-MOTECH;4052572015469;;;;;;1,3000;1;;;;;12V. 1680 Ballistic Nylon. Schwarz. 5 l - 9 l.;;"<b>QUICK-LOCK EVO Elektrik Tankrucksack Daypack</b><br>Das Original vom Erfinder SW-MOTECH / BAGS-CONNECTION<br><br>Dieser Tankrucksack ist ausgestattet mit einem <b>elektrischen Oberring</b> und einem <b>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</b>. Über den im Lieferumfang enthaltenen SAE-Adapter lassen sich viele unterschiedliche Spannungsversorgungsmöglichkeiten anschließen (siehe Zubehör). Dies ermöglicht das Betreiben elektronischer Geräte direkt im Tankrucksack. Durch unsere spezielle Schaltung ist ein Kurzschluss bei abgenommenem Tankrucksack unmöglich.<br><br><ul><li>Praktischer Tankrucksack für alle Tankformen</li><li>Der Tankrucksack ist sekundenschnell und einfach abnehmbar (QUICK-LOCK Funktion)</li><li>Verwendbar bei montiertem QUICK-LOCK EVO Tankring (auf Tankeinfüllstutzen)</li><li>Volumen 5 Liter, erweiterbar auf 9 Liter<br>Die Volumen-Erweiterung erfolgt durch Öffnen des Reißverschlusses rundum</li></ul><b>Weitere Details</b></li><ul><li>Maße: L 30cm, B 21cm, H 15cm</li><li>3 abgetrennte Netzfächer im Innenraum enthalten</li><li>2 Kabeldurchlässe - vorne und hinten (spritzwassergeschützt)</li><li>Exakt angepasste Aufnahme für GPS Halter ist angebracht</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff zur Mitnahme ist angebracht</li></ul></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>QUICK-LOCK EVO Elektrik Oberring (<b>TRE.00.640.10200/B</b>)<li>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</li><li>Regenhaube (<b>BC.ZUB.00.027.30000</b>)</li><li>Schultergurt (<b>BC.ZUB.00.005.30000</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li>Kartenfach <br>Artikelnr. <b>BC.TRS.00.150.10000</b></li><li>Motorradtaschen-Kabelschloss<br>Artikelnr. <b>BC.LOC.00.002.10000/B</b> (50cm) / BC.LOC.00.003.10000/B (100cm)</li><li>Tankrucksack-GPS-Halter <br>Artikelnr. <b>BCK.GPS.00.010.100</b></li><li>Tankrucksack Diebstahlsicherung <br>Artikelnr. <b>TRT.00.640.20000/B</b></li><li>Verschiedene Elektrik-Adapter</li></ul><b><b>Achtung!</b></font></b></b><ul><li>Bitte beachten Sie, dass ein <b><a href=http://shop.sw-motech.com/de/nach+Produkten/Gepaecksysteme/Tankringe/QUICK-LOCK+EVO+Tankring/index.htm"">QUICK-LOCK EVO Tankring</a></b> für die Verwendung dieser Tasche notwendig ist und separat bestellt werden muss.<br><b>Dieser Elektrik-Tankrucksack beinhaltet alles für die Umrüstung des EVO Tankrings auf Elektrik-Betrieb.</b> <li>Das QUICK-LOCK EVO System ist <b>nicht kombinierbar</b> mit dem Standard System. Die Unterschiede dazu finden Sie <b><a href=""http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerationen.pdf"">hier.</a></b></li></li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctre0010820000_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10127;;QUICK-LOCK EVO Elektrik Micro;288;158.00;;;;;;;;D9390-356-EVO-EL;D9390-356-EVO-EL;SW-MOTECH;SW-MOTECH;4052572015476;;;;;;1,1000;1;;;;;12V. 1680 Ballistic Nylon. Schwarz. 2,5 l - 5 l.;;"<b>QUICK-LOCK EVO Elektrik Tankrucksack Micro</b><br>Das Original vom Erfinder SW-MOTECH / BAGS-CONNECTION<br><br>Dieser Tankrucksack ist ausgestattet mit einem <b>elektrischen Oberring</b> und einem <b>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</b>. Über den im Lieferumfang enthaltenen SAE-Adapter lassen sich viele unterschiedliche Spannungsversorgungsmöglichkeiten anschließen (siehe Zubehör). Dies ermöglicht das Betreiben elektronischer Geräte direkt im Tankrucksack. Durch unsere spezielle Schaltung ist ein Kurzschluss bei abgenommenem Tankrucksack unmöglich.<br><br><ul><li>Praktischer Tankrucksack für alle Tankformen</li><li>Der kleinste Tankrucksack in unserem Programm</li><li>Der Tankrucksack ist sekundenschnell und einfach abnehmbar (QUICK-LOCK Funktion)</li><li>Verwendbar bei montiertem QUICK-LOCK EVO Tankring (auf Tankeinfüllstutzen)</li><li>Volumen 2,5 Liter, erweiterbar auf 5 Liter<br>Die Volumen-Erweiterung erfolgt durch Öffnen des Reißverschlusses rundum</li></ul><b>Weitere Details:</b><ul><li>Maße: L 27cm, B 21cm, H 11cm</li><li>Abgetrenntes Netzfach im Deckel enthalten</li><li>Kabeldurchlass vorne (spritzwassergeschützt)</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff zur Mitnahme ist angebracht</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>QUICK-LOCK EVO Elektrik Oberring (<b>TRE.00.640.10200/B</b>)<li>Umrüstkit für QUICK-LOCK EVO Tankring auf Elektrik</li><li>Regenhaube (<b>BC.ZUB.00.057.30000</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li>Motorradtaschen-Kabelschloss<br>Artikelnr. <b>BC.LOC.00.002.10000/B</b> (50cm) / <b>BC.LOC.00.003.10000/B</b> (100cm)</li><li>Tankrucksack Diebstahlsicherung <br>Artikelnr. <b>TRT.00.640.20000/B</b></li><li>Verschiedene Elektrik-Adapter</li></ul><b><b>Achtung!</b></font></b></u><ul><li>Bitte beachten Sie, dass ein <u><a href=http://shop.sw-motech.com/de/nach+Produkten/Gepaecksysteme/Tankringe/QUICK-LOCK+EVO+Tankring/index.htm"">QUICK-LOCK EVO Tankring</a></u> für die Verwendung dieser Tasche notwendig ist und separat bestellt werden muss.<br><b>Dieser Elektrik-Tankrucksack beinhaltet alles für die Umrüstung des EVO Tankrings auf Elektrik-Betrieb.</b> <li>Das QUICK-LOCK EVO System ist <b>nicht kombinierbar</b> mit dem Standard System. Die Unterschiede dazu finden Sie <u><a href=""http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerationen.pdf"">hier.</a></u></li></li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctre0011020000_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10128;;Riemen-Tankrucksack Enduro;288;152.00;;;;;;;;D9390-380-03;D9390-380-03;SW-MOTECH;SW-MOTECH;4052572001646;;;;;;1,2800;1;;;;;1680 Ballistic Nylon. Schwarz. 13 l - 22 l.;;<b>Riemen-Tankrucksack Enduro</b><br>Von BAGS-CONNECTION<br><br><ul><li>Passt erstklassig auf Enduro Motorräder mit abfallenden Tanks</li><li>Gurt-Befestigung der Basisplatte durch Rahmenklammern oder Schlaufengurte</li><li>Umlaufende Reißverschluss-Befestigung zwischen Basisplatte und Tankrucksack</li><li>Volumen 13 Liter, erweiterbar auf 22 Liter<br>Die Volumen-Erweiterung erfolgt durch Öffnen des Reißverschlusses rundum</li></ul><b>Weitere Details:</b><ul><li>Maße: L 36cm, B 33cm, H 23cm</li><li>Integriertes Kartenfach</li><li>3 aufgesetzte Außentaschen</li><li>2 Kabeldurchlässe - vorne und hinten (spritzwassergeschützt)</li><li>Integrierte Kabeldurchführung in Außentasche</li><li>Abgetrennte Netzfächer im Innenraum und im Deckel enthalten</li><li>Exakt angepasste Aufnahme für GPS Halter ist angebracht</li><li>Befestigung für externes, größeres Kartenfach angebracht</li><li>Gummi-Zipper zum Arretieren der Reißverschlussanhänger angebracht</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff zur Mitnahme ist angebracht</li></ul><b>Lieferumfang:</b><ul><li>Tankrucksack</li><li>Innentasche (<b>BC.ZUB.00.017.30000</b>)</li><li>Schlaufgurte (<b>BC.ZUB.00.006.30000</b>)</li></ul><b>Optionales Zubehör:</b><ul><li>Kartenfach <br>Artikelnr. <b>BC.TRS.00.150.10000</b></li><li>Motorradtaschen-Kabelschloss<br>Artikelnr. <b>BC.LOC.00.002.10000/B</b> (50cm) / <b>BC.LOC.00.003.10000/B</b> (100cm)</li><li>Tankrucksack-GPS-Halter <br>Artikelnr. <b>BCK.GPS.00.010.100</b></b></li><li>Smartphone Drybag<br>Artikelnr. <b>BC.TRS.00.152.10000</b></li><li>Tablet Drybag<br>Artikelnr. <b>BC.TRS.00.151.10000</b></li><li>Wasserdichte Innentasche<br>Artikelnr. <b<BCK.WDI.00.054.100</b></li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0013010000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0013010000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_130_10000_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
10129;;Riemen-Tankrucksack Enduro LT;288;94.00;;;;;;;;D9390-381-03;D9390-381-03;SW-MOTECH;SW-MOTECH;4052572001653;;;;;;0,7600;1;;;;;1680 Ballistic Nylon. Schwarz. 5 l - 7,5 l.;;<b>Riemen-Tankrucksack Enduro Lite (LT)</b><br>Von BAGS-CONNECTION<br><br><ul><li>Passt erstklassig auf Enduro Motorräder mit abfallenden Tanks</li><li>Kleinere Variante des Tankrucksacks Enduro</li><li>Gurt-Befestigung der Basisplatte durch Rahmenklammern oder Schlaufengurte</li><li>Umlaufende Reißverschluss-Befestigung zwischen Basisplatte und Tankrucksack</li><li>Volumen 5 Liter, erweiterbar auf 7,5 Liter<br> Die Volumen-Erweiterung erfolgt durch Öffnen des Reißverschlusses rundum</li></ul><b>Weitere Details:</b><ul><li>Maße: L 21cm, B 21cm, H 17cm</li><li>Integriertes Kartenfach</li><li>2 Kabeldurchlässe - vorne und hinten (spritzwassergeschützt)</li><li>Zahlreiche abgetrennte Fächer im Innenraum und im Deckel enthalten</li><li>Exakt angepasste Aufnahme für GPS Halter ist angebracht</li><li>Gummi-Zipper zum Arretieren der Reißverschlussanhänger angebracht</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff zur Mitnahme ist angebracht</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>Innentasche (<b>BC.ZUB.00.059.30000</b>)</li><li>Schlaufgurte (<b>BC.ZUB.00.006.30000</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul></li><li>Motorradtaschen-Kabelschloss<br>Artikelnr. <b>BC.LOC.00.002.10000/B</b> (50cm) / <b>BC.LOC.00.003.10000/B</b> (100cm)</i></li><li>Tankrucksack-GPS-Halter <br>Artikelnr. <b>BCK.GPS.00.010.100</b></li></ul><b>Tipp:</b><ul><li>Besonders geeignet für High-Enduros mit extrem kurzem Tank.;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0013110000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0013110000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_131_10000_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10130;;Kartenfach;288;24.00;;;;;;;;D9390-904-00;D9390-904-00;SW-MOTECH;SW-MOTECH;4052572001660;;;;;;0,2300;1;;;;;1680 Ballistic Nylon. Schwarz.;;<ul> <li>Verwendbar für fast alle Tankrucksäcke von Bags-Connection</li> <li>Passend für DIN A4</li><li>Auch für Tankrucksäcke der ersten Generation (bis 2011)</li></ul><b>Lieferumfang:</b> <ul> <li>Kartenfach</li>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0015010000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0015010000_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10131;;Tablet Drybag;288;31.00;;;;;;;;D9390-911-03;D9390-911-03;SW-MOTECH;SW-MOTECH;4052572015483;;;;;;0,1000;1;;;;;Tarpaulin. Schwarz.;;"<ul><li>Verwendbar für fast alle Tankrucksäcke von Bags-Connection (nicht Micro)</li><li>Passend für alle gängigen 9,7 Tablets</li><li>Aus Tarpaulin Material, das sich durch hohe Abriebfestikeit, Wasserfestigkeit,<br>Strapazierfähigkeit und Kälteflexibilität auszeichnet</li><li>Auch für Tankrucksäcke der ersten Generation bis 2011)</li></ul><b>Lieferumfang:</b> <ul> <li>Tablet Drybag</li>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0015110000_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10132;;Smartphone Drybag;288;24.00;;;;;;;;D9390-912-03;D9390-912-03;SW-MOTECH;SW-MOTECH;4052572015490;;;;;;0,6000;1;;;;;Tarpaulin. Schwarz.;;<ul><li>Verwendbar für fast alle Tankrucksäcke von Bags-Connection (nicht Micro)</li><li>Passend für alle gängigen Smartphones</li><li>Aus Tarpaulin-Material, das sich durch hohe Abriebfestikeit, Wasserfestigkeit,<br>Strapazierfähigkeit und Kälteflexibilität auszeichnet</li><li>Auch für Tankrucksäcke der ersten Generation bis 2011)</li></ul><b>Lieferumfang:</b> <ul> <li>Smartphone Drybag</li>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bctrs0015210000_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10133;;QUICK-LOCK Tankrucksack ION one;288;82.00;;;;;;;;D9390-370-03;D9390-370-03;SW-MOTECH;SW-MOTECH;4052572023754;;;;;;0,7000;1;;;;;600D MBD Polyester. Schwarz. 5 l - 9 l.;;<b>QUICK-LOCK Tankrucksack ION one</b><br><br>Der <b>ION one</b> eignet sich für fast alle Tankformen und ist perfekt für kurze Touren.<br>In Sekundenschnelle lässt sich der <b>ION one</b> dank <b>QUICK-LOCK Funktion</b> auf dem Tank arretieren und auch wieder abnehmen.<br>Eine umlaufende Volumenerweiterung maximiert den one von 5 auf 9 l Volumen.<br><br><b>Weitere Details:</b><ul><li>Maße: L 30 cm, B 21 cm, H 15 cm</li><li>Volumen: 5 - 9 l</li><li>Material: 600D MBD Polyester</li><li>Stabile EVA Basis</li><li>Integriertes Kartenfach</li><li>Abgetrennte Netzfächer im Innenbereich</li><li>1 Kabeldurchlass</li><li>Volumenerweiterung</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff</li><li>Passend für QUICK-LOCK Tankring.</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>QUICK-LOCK Oberring</li><li>Regenhaube</li></ul><!--EL--><b>Achtung!</b><ul><li>Bitte beachten Sie, dass ein QUICK-LOCK Tankring für die Verwendung dieser Tasche notwendig ist und <b>separat bestellt werden muss.</b>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_201_10000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_201_10000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_201_10000_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_201_10000_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10134;;QUICK-LOCK Tankrucksack ION two;288;117.00;;;;;;;;D9390-371-03;D9390-371-03;SW-MOTECH;SW-MOTECH;4052572023761;;;;;;1,5000;1;;;;;600D MBD Polyester. Schwarz. 13 - 20 l.;;<b>QUICK-LOCK Tankrucksack ION two</b><br><br>Absolut alltagstauglich ist der <b>ION two</b>.<br>Mit bis zu 20 l Volumen erweist sich der <b>ION two</b> als idealer Reisebegleiter auch für größere Touren.<br>In Sekundenschnelle lässt sich der <b>ION two</b> dank <b>QUICK-LOCK Funktion</b> auf dem Tank arretieren und auch wieder abnehmen.<br>Dank dem integrierten Kartenfach bleiben Sie gewiss auf Kurs.<br><br><b>Weitere Details:</b><ul><li>Maße: L 38 cm, B 26 cm, H 17 cm</li><li>Volumen: 13 - 20 l</li><li>Material: 600D MBD Polyester</li><li>Stabile EVA Basis</li><li>Integriertes Kartenfach</li><li>Abgetrennte Netzfächer im Innenbereich</li><li>1 Kabeldurchlass</li><li>Volumenerweiterung</li><li>Reflektierende Details an den Tankrucksackseiten</li><li>Stabiler Tragegriff</li><li>Passend für QUICK-LOCK Tankring.</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>Tankrucksack</li><li>QUICK-LOCK Oberring</li><li>Regenhaube</li><li>Tragegurt</li></ul><!--EL--><b>Achtung!</b><ul><li>Bitte beachten Sie, dass ein QUICK-LOCK Tankring für die Verwendung dieser Tasche notwendig ist und <b>separat bestellt werden muss.</b>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_202_10000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_202_10000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_202_10000_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_trs_00_202_10000_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
